municipality,type,year,category,source,value
Лианозово,расходы,2006,Функционирование законодательных (представительных ) органов государственной власти и местного самоуправления,http://www.gks.ru,0.069
Лианозово,расходы,2006,"Функционирование Правительства Российской Федерации, высших органов исполнительной власти субъектов Российской Федерации,  местных администраций",http://www.gks.ru,5.335
Лианозово,расходы,2008,Бюджетные инвестиции на увеличение стоимости основных средств,http://www.gks.ru,2.261
Лианозово,расходы,2008,"Культура, кинематография",http://www.gks.ru,4.342
Лианозово,расходы,2008,Национальная безопасность и правоохранительная деятельность,http://www.gks.ru,0.054
Лианозово,расходы,2008,Образование,http://www.gks.ru,7.418
Лианозово,расходы,2008,Общегосударственные вопросы,http://www.gks.ru,16.575
Лианозово,расходы,2008,Расходы: итого,http://www.gks.ru,33.809
Лианозово,расходы,2008,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,9.951
Лианозово,расходы,2008,Физическая культура и спорт,http://www.gks.ru,17.059
Лианозово,расходы,2009,Бюджетные инвестиции на увеличение стоимости основных средств,http://www.gks.ru,0.919
Лианозово,расходы,2009,Из межбюджетных трансфертов субсидии бюджетам субъектов Российской Федерации и муниципальных образований (межбюджетные субсидии),http://www.gks.ru,3.326
Лианозово,расходы,2009,"Культура, кинематография",http://www.gks.ru,3.819
Лианозово,расходы,2009,Межбюджетные трансферты,http://www.gks.ru,3.326
Лианозово,расходы,2009,Образование,http://www.gks.ru,9.624
Лианозово,расходы,2009,Общегосударственные вопросы,http://www.gks.ru,18.395
Лианозово,расходы,2009,Расходы: итого,http://www.gks.ru,41.799
Лианозово,расходы,2009,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,14.062
Лианозово,расходы,2009,Физическая культура и спорт,http://www.gks.ru,19.159
Лианозово,расходы,2010,"Культура, кинематография",http://www.gks.ru,2.25
Лианозово,расходы,2010,Образование,http://www.gks.ru,19.387
Лианозово,расходы,2010,Общегосударственные вопросы,http://www.gks.ru,19.699
Лианозово,расходы,2010,Расходы: итого,http://www.gks.ru,52.024
Лианозово,расходы,2010,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,15.015
Лианозово,расходы,2010,Физическая культура и спорт,http://www.gks.ru,10.687
Лианозово,расходы,2011,Расходы: итого,http://www.gks.ru,47.898
Лианозово,расходы,2012,Расходы: итого,http://www.gks.ru,57.105
Лианозово,расходы,2013,"Культура, кинематография",http://www.gks.ru,0.672
Лианозово,расходы,2013,Образование,http://www.gks.ru,4.63
Лианозово,расходы,2013,Общегосударственные вопросы,http://www.gks.ru,19.521
Лианозово,расходы,2013,Расходы: итого,http://www.gks.ru,28.743
Лианозово,расходы,2013,Физическая культура и спорт,http://www.gks.ru,2.865
Лианозово,расходы,2014,"Культура, кинематография",http://www.gks.ru,1.515
Лианозово,расходы,2014,Общегосударственные вопросы,http://www.gks.ru,18.173
Лианозово,расходы,2014,Расходы: итого,http://www.gks.ru,20.332
Лианозово,расходы,2015,"Культура, кинематография",http://www.gks.ru,1.815
Лианозово,расходы,2015,Общегосударственные вопросы,http://www.gks.ru,16.978
Лианозово,расходы,2015,Расходы: итого,http://www.gks.ru,18.974
Лианозово,расходы,2016,"Культура, кинематография",http://www.gks.ru,1.171
Лианозово,расходы,2016,Образование,http://www.gks.ru,0.432
Лианозово,расходы,2016,Общегосударственные вопросы,http://www.gks.ru,14.574
Лианозово,расходы,2016,Расходы: итого,http://www.gks.ru,16.941
Лианозово,расходы,2016,Социальная политика,http://www.gks.ru,0.764
Лианозово,расходы,2017,"Культура, кинематография",http://www.gks.ru,1.66
Лианозово,расходы,2017,Образование,http://www.gks.ru,0.32
Лианозово,расходы,2017,Общегосударственные вопросы,http://www.gks.ru,19.992
Лианозово,расходы,2017,Расходы: итого,http://www.gks.ru,22.796
Лианозово,расходы,2017,Социальная политика,http://www.gks.ru,0.682
Ломоносовский,расходы,2006,"Культура, кинематография",http://www.gks.ru,1.849
Ломоносовский,расходы,2006,Общегосударственные вопросы,http://www.gks.ru,5.841
Ломоносовский,расходы,2006,Расходы: итого,http://www.gks.ru,8.526
Ломоносовский,расходы,2006,Социальная политика,http://www.gks.ru,0.835
Ломоносовский,расходы,2006,Функционирование законодательных (представительных ) органов государственной власти и местного самоуправления,http://www.gks.ru,0.088
Ломоносовский,расходы,2006,"Функционирование Правительства Российской Федерации, высших органов исполнительной власти субъектов Российской Федерации,  местных администраций",http://www.gks.ru,5.708
Ломоносовский,расходы,2008,"Культура, кинематография",http://www.gks.ru,1.3315
Ломоносовский,расходы,2008,Национальная безопасность и правоохранительная деятельность,http://www.gks.ru,0.0496
Ломоносовский,расходы,2008,Национальная экономика,http://www.gks.ru,0.0396
Ломоносовский,расходы,2008,Образование,http://www.gks.ru,4.5638000000000005
Ломоносовский,расходы,2008,Общегосударственные вопросы,http://www.gks.ru,19.5542
Ломоносовский,расходы,2008,Расходы: итого,http://www.gks.ru,32.379
Ломоносовский,расходы,2008,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,17.517400000000002
Ломоносовский,расходы,2008,Физическая культура и спорт,http://www.gks.ru,6.7762
Ломоносовский,расходы,2009,"Культура, кинематография",http://www.gks.ru,1.594
Ломоносовский,расходы,2009,Образование,http://www.gks.ru,4.572
Ломоносовский,расходы,2009,Общегосударственные вопросы,http://www.gks.ru,24.957
Ломоносовский,расходы,2009,Расходы: итого,http://www.gks.ru,38.583
Ломоносовский,расходы,2009,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,23.077
Ломоносовский,расходы,2009,Физическая культура и спорт,http://www.gks.ru,7.46
Ломоносовский,расходы,2010,"Культура, кинематография",http://www.gks.ru,0.951
Ломоносовский,расходы,2010,Национальная безопасность и правоохранительная деятельность,http://www.gks.ru,0.069
Ломоносовский,расходы,2010,Национальная экономика,http://www.gks.ru,0.13
Ломоносовский,расходы,2010,Образование,http://www.gks.ru,4.492
Ломоносовский,расходы,2010,Общегосударственные вопросы,http://www.gks.ru,23.995
Ломоносовский,расходы,2010,Расходы: итого,http://www.gks.ru,42.017
Ломоносовский,расходы,2010,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,22.525
Ломоносовский,расходы,2010,Физическая культура и спорт,http://www.gks.ru,12.38
Ломоносовский,расходы,2011,Расходы: итого,http://www.gks.ru,41.756
Ломоносовский,расходы,2012,Расходы: итого,http://www.gks.ru,51.234
Ломоносовский,расходы,2013,Другие вопросы в области национальной экономики,http://www.gks.ru,0.113
Ломоносовский,расходы,2013,"Культура, кинематография",http://www.gks.ru,0.256
Ломоносовский,расходы,2013,Национальная экономика,http://www.gks.ru,0.113
Ломоносовский,расходы,2013,Образование,http://www.gks.ru,3.067
Ломоносовский,расходы,2013,Общегосударственные вопросы,http://www.gks.ru,18.512
Ломоносовский,расходы,2013,Расходы: итого,http://www.gks.ru,28.439
Ломоносовский,расходы,2013,Физическая культура и спорт,http://www.gks.ru,5.533
Ломоносовский,расходы,2014,"Культура, кинематография",http://www.gks.ru,0.214
Ломоносовский,расходы,2014,Национальная безопасность и правоохранительная деятельность,http://www.gks.ru,0.057
Ломоносовский,расходы,2014,Образование,http://www.gks.ru,0.4
Ломоносовский,расходы,2014,Общегосударственные вопросы,http://www.gks.ru,12.929
Ломоносовский,расходы,2014,Расходы: итого,http://www.gks.ru,14.175
Ломоносовский,расходы,2015,"Культура, кинематография",http://www.gks.ru,0.841
Ломоносовский,расходы,2015,Образование,http://www.gks.ru,0.336
Ломоносовский,расходы,2015,Общегосударственные вопросы,http://www.gks.ru,13.248
Ломоносовский,расходы,2015,Расходы: итого,http://www.gks.ru,15.496
Ломоносовский,расходы,2015,Социальная политика,http://www.gks.ru,0.611
Ломоносовский,расходы,2016,"Культура, кинематография",http://www.gks.ru,1.436
Ломоносовский,расходы,2016,Национальная безопасность и правоохранительная деятельность,http://www.gks.ru,0.03
Ломоносовский,расходы,2016,Образование,http://www.gks.ru,0.31
Ломоносовский,расходы,2016,Общегосударственные вопросы,http://www.gks.ru,14.888
Ломоносовский,расходы,2016,Расходы: итого,http://www.gks.ru,18.256
Ломоносовский,расходы,2016,Социальная политика,http://www.gks.ru,1.333
Ломоносовский,расходы,2017,"Культура, кинематография",http://www.gks.ru,1.432
Ломоносовский,расходы,2017,Национальная безопасность и правоохранительная деятельность,http://www.gks.ru,0.03
Ломоносовский,расходы,2017,Образование,http://www.gks.ru,0.282
Ломоносовский,расходы,2017,Общегосударственные вопросы,http://www.gks.ru,18.291
Ломоносовский,расходы,2017,Расходы: итого,http://www.gks.ru,22.39
Ломоносовский,расходы,2017,Социальная политика,http://www.gks.ru,1.325
Лосиноостровский,расходы,2006,"Культура, кинематография",http://www.gks.ru,5.122
Лосиноостровский,расходы,2006,Общегосударственные вопросы,http://www.gks.ru,6.767
Лосиноостровский,расходы,2006,Расходы: итого,http://www.gks.ru,12.7
Лосиноостровский,расходы,2006,Социальная политика,http://www.gks.ru,0.765
Лосиноостровский,расходы,2006,Функционирование законодательных (представительных ) органов государственной власти и местного самоуправления,http://www.gks.ru,0.075
Лосиноостровский,расходы,2006,"Функционирование Правительства Российской Федерации, высших органов исполнительной власти субъектов Российской Федерации,  местных администраций",http://www.gks.ru,5.817
Лосиноостровский,расходы,2008,Бюджетные инвестиции на увеличение стоимости основных средств,http://www.gks.ru,0.7311
Лосиноостровский,расходы,2008,"Культура, кинематография",http://www.gks.ru,1.9901
Лосиноостровский,расходы,2008,Образование,http://www.gks.ru,2.4406999999999996
Лосиноостровский,расходы,2008,Общегосударственные вопросы,http://www.gks.ru,16.307
Лосиноостровский,расходы,2008,Расходы: итого,http://www.gks.ru,25.0661
Лосиноостровский,расходы,2008,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,9.5814
Лосиноостровский,расходы,2008,Физическая культура и спорт,http://www.gks.ru,9.876900000000001
Лосиноостровский,расходы,2009,Бюджетные инвестиции на увеличение стоимости основных средств,http://www.gks.ru,0.36
Лосиноостровский,расходы,2009,Из межбюджетных трансфертов субсидии бюджетам субъектов Российской Федерации и муниципальных образований (межбюджетные субсидии),http://www.gks.ru,0.7
Лосиноостровский,расходы,2009,"Культура, кинематография",http://www.gks.ru,2.14
Лосиноостровский,расходы,2009,Межбюджетные трансферты,http://www.gks.ru,0.7
Лосиноостровский,расходы,2009,Национальная безопасность и правоохранительная деятельность,http://www.gks.ru,0.099
Лосиноостровский,расходы,2009,Образование,http://www.gks.ru,5.243
Лосиноостровский,расходы,2009,Общегосударственные вопросы,http://www.gks.ru,18.875
Лосиноостровский,расходы,2009,Расходы: итого,http://www.gks.ru,32.63
Лосиноостровский,расходы,2009,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,14.167
Лосиноостровский,расходы,2009,Физическая культура и спорт,http://www.gks.ru,13.548
Лосиноостровский,расходы,2010,"Культура, кинематография",http://www.gks.ru,1.093
Лосиноостровский,расходы,2010,Образование,http://www.gks.ru,6.499
Лосиноостровский,расходы,2010,Общегосударственные вопросы,http://www.gks.ru,21.23
Лосиноостровский,расходы,2010,Расходы: итого,http://www.gks.ru,35.431
Лосиноостровский,расходы,2010,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,16.162
Лосиноостровский,расходы,2010,Физическая культура и спорт,http://www.gks.ru,6.608
Лосиноостровский,расходы,2011,Расходы: итого,http://www.gks.ru,39.849
Лосиноостровский,расходы,2012,Расходы: итого,http://www.gks.ru,44.899
Лосиноостровский,расходы,2013,"Культура, кинематография",http://www.gks.ru,1.155
Лосиноостровский,расходы,2013,Национальная экономика,http://www.gks.ru,0.235
Лосиноостровский,расходы,2013,Образование,http://www.gks.ru,8.374
Лосиноостровский,расходы,2013,Общегосударственные вопросы,http://www.gks.ru,26.302
Лосиноостровский,расходы,2013,Расходы: итого,http://www.gks.ru,45.012
Лосиноостровский,расходы,2013,Физическая культура и спорт,http://www.gks.ru,8.068
Лосиноостровский,расходы,2014,"Культура, кинематография",http://www.gks.ru,1.66
Лосиноостровский,расходы,2014,Образование,http://www.gks.ru,0.123
Лосиноостровский,расходы,2014,Общегосударственные вопросы,http://www.gks.ru,18.318
Лосиноостровский,расходы,2014,Расходы: итого,http://www.gks.ru,24.425
Лосиноостровский,расходы,2014,Физическая культура и спорт,http://www.gks.ru,3.366
Лосиноостровский,расходы,2015,"Культура, кинематография",http://www.gks.ru,1.267
Лосиноостровский,расходы,2015,Образование,http://www.gks.ru,0.191
Лосиноостровский,расходы,2015,Общегосударственные вопросы,http://www.gks.ru,13.852
Лосиноостровский,расходы,2015,Расходы: итого,http://www.gks.ru,15.984
Лосиноостровский,расходы,2015,Социальная политика,http://www.gks.ru,0.48
Лосиноостровский,расходы,2016,"Культура, кинематография",http://www.gks.ru,1.581
Лосиноостровский,расходы,2016,Образование,http://www.gks.ru,0.45
Лосиноостровский,расходы,2016,Общегосударственные вопросы,http://www.gks.ru,13.696
Лосиноостровский,расходы,2016,Расходы: итого,http://www.gks.ru,16.294
Лосиноостровский,расходы,2016,Социальная политика,http://www.gks.ru,0.363
Лосиноостровский,расходы,2017,"Культура, кинематография",http://www.gks.ru,2.003
Лосиноостровский,расходы,2017,Образование,http://www.gks.ru,0.233
Лосиноостровский,расходы,2017,Общегосударственные вопросы,http://www.gks.ru,18.141
Лосиноостровский,расходы,2017,Расходы: итого,http://www.gks.ru,20.828
Лосиноостровский,расходы,2017,Социальная политика,http://www.gks.ru,0.283
Люблино,расходы,2006,"Культура, кинематография",http://www.gks.ru,3.167
Люблино,расходы,2006,Национальная безопасность и правоохранительная деятельность,http://www.gks.ru,0.113
Люблино,расходы,2006,Общегосударственные вопросы,http://www.gks.ru,7.527
Люблино,расходы,2006,Расходы: итого,http://www.gks.ru,11.722
Люблино,расходы,2006,Социальная политика,http://www.gks.ru,0.914
Люблино,расходы,2006,Функционирование законодательных (представительных ) органов государственной власти и местного самоуправления,http://www.gks.ru,0.109
Люблино,расходы,2006,"Функционирование Правительства Российской Федерации, высших органов исполнительной власти субъектов Российской Федерации,  местных администраций",http://www.gks.ru,6.623
Люблино,расходы,2008,"Культура, кинематография",http://www.gks.ru,9.86
Люблино,расходы,2008,Национальная безопасность и правоохранительная деятельность,http://www.gks.ru,0.2
Люблино,расходы,2008,Национальная экономика,http://www.gks.ru,0.055
Люблино,расходы,2008,Образование,http://www.gks.ru,14.087
Люблино,расходы,2008,Общегосударственные вопросы,http://www.gks.ru,29.848
Люблино,расходы,2008,Расходы: итого,http://www.gks.ru,61.035
Люблино,расходы,2008,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,16.382
Люблино,расходы,2008,Физическая культура и спорт,http://www.gks.ru,22.362
Люблино,расходы,2009,Бюджетные инвестиции на увеличение стоимости основных средств,http://www.gks.ru,0.49
Люблино,расходы,2009,Из межбюджетных трансфертов субсидии бюджетам субъектов Российской Федерации и муниципальных образований (межбюджетные субсидии),http://www.gks.ru,5.255
Люблино,расходы,2009,"Культура, кинематография",http://www.gks.ru,7.322
Люблино,расходы,2009,Межбюджетные трансферты,http://www.gks.ru,5.255
Люблино,расходы,2009,Образование,http://www.gks.ru,17.635
Люблино,расходы,2009,Общегосударственные вопросы,http://www.gks.ru,31.962
Люблино,расходы,2009,Расходы: итого,http://www.gks.ru,74.656
Люблино,расходы,2009,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,18.783
Люблино,расходы,2009,Физическая культура и спорт,http://www.gks.ru,33.591
Люблино,расходы,2010,"Культура, кинематография",http://www.gks.ru,4.245
Люблино,расходы,2010,Образование,http://www.gks.ru,22.901
Люблино,расходы,2010,Общегосударственные вопросы,http://www.gks.ru,34.713
Люблино,расходы,2010,Расходы: итого,http://www.gks.ru,76.54
Люблино,расходы,2010,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,19.39
Люблино,расходы,2010,Физическая культура и спорт,http://www.gks.ru,14.609
Люблино,расходы,2011,Расходы: итого,http://www.gks.ru,83.099
Люблино,расходы,2012,Расходы: итого,http://www.gks.ru,92.685
Люблино,расходы,2013,"Культура, кинематография",http://www.gks.ru,2.487
Люблино,расходы,2013,Национальная экономика,http://www.gks.ru,0.128
Люблино,расходы,2013,Образование,http://www.gks.ru,9.499
Люблино,расходы,2013,Общегосударственные вопросы,http://www.gks.ru,30.572
Люблино,расходы,2013,Расходы: итого,http://www.gks.ru,52.063
Люблино,расходы,2013,Физическая культура и спорт,http://www.gks.ru,8.417
Люблино,расходы,2014,"Культура, кинематография",http://www.gks.ru,2.055
Люблино,расходы,2014,Общегосударственные вопросы,http://www.gks.ru,19.217
Люблино,расходы,2014,Расходы: итого,http://www.gks.ru,22.196
Люблино,расходы,2015,"Культура, кинематография",http://www.gks.ru,1.73
Люблино,расходы,2015,Общегосударственные вопросы,http://www.gks.ru,17.526
Люблино,расходы,2015,Расходы: итого,http://www.gks.ru,20.771
Люблино,расходы,2016,"Культура, кинематография",http://www.gks.ru,3.793
Люблино,расходы,2016,Общегосударственные вопросы,http://www.gks.ru,18.136
Люблино,расходы,2016,Расходы: итого,http://www.gks.ru,23.199
Люблино,расходы,2017,"Культура, кинематография",http://www.gks.ru,2.945
Люблино,расходы,2017,Общегосударственные вопросы,http://www.gks.ru,26.965
Люблино,расходы,2017,Расходы: итого,http://www.gks.ru,31.702
Люблино,расходы,2017,Социальная политика,http://www.gks.ru,1.355
Марфино,расходы,2006,"Культура, кинематография",http://www.gks.ru,0.779
Марфино,расходы,2006,Национальная безопасность и правоохранительная деятельность,http://www.gks.ru,0.013
Марфино,расходы,2006,Общегосударственные вопросы,http://www.gks.ru,6.074
Марфино,расходы,2006,Расходы: итого,http://www.gks.ru,7.573
Марфино,расходы,2006,Социальная политика,http://www.gks.ru,0.707
Марфино,расходы,2006,Функционирование законодательных (представительных ) органов государственной власти и местного самоуправления,http://www.gks.ru,0.088
Марфино,расходы,2006,"Функционирование Правительства Российской Федерации, высших органов исполнительной власти субъектов Российской Федерации,  местных администраций",http://www.gks.ru,5.16
Марфино,расходы,2008,"Культура, кинематография",http://www.gks.ru,1.044
Марфино,расходы,2008,Образование,http://www.gks.ru,4.83
Марфино,расходы,2008,Общегосударственные вопросы,http://www.gks.ru,15.557
Марфино,расходы,2008,Расходы: итого,http://www.gks.ru,22.71
Марфино,расходы,2008,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,11.074
Марфино,расходы,2008,Физическая культура и спорт,http://www.gks.ru,3.706
Марфино,расходы,2009,Бюджетные инвестиции на увеличение стоимости основных средств,http://www.gks.ru,0.01
Марфино,расходы,2009,Иные  межбюджетные   трансферты,http://www.gks.ru,0.05
Марфино,расходы,2009,"Культура, кинематография",http://www.gks.ru,0.543
Марфино,расходы,2009,Межбюджетные трансферты,http://www.gks.ru,0.05
Марфино,расходы,2009,Образование,http://www.gks.ru,5.512
Марфино,расходы,2009,Общегосударственные вопросы,http://www.gks.ru,17.008
Марфино,расходы,2009,Расходы: итого,http://www.gks.ru,25.186
Марфино,расходы,2009,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,1.579
Марфино,расходы,2009,Физическая культура и спорт,http://www.gks.ru,4.878
Марфино,расходы,2010,"Культура, кинематография",http://www.gks.ru,0.444
Марфино,расходы,2010,Образование,http://www.gks.ru,4.508
Марфино,расходы,2010,Общегосударственные вопросы,http://www.gks.ru,16.711
Марфино,расходы,2010,Расходы: итого,http://www.gks.ru,24.026
Марфино,расходы,2010,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,1.416
Марфино,расходы,2010,Физическая культура и спорт,http://www.gks.ru,2.326
Марфино,расходы,2011,Расходы: итого,http://www.gks.ru,26.539
Марфино,расходы,2012,Расходы: итого,http://www.gks.ru,30.088
Марфино,расходы,2013,"Культура, кинематография",http://www.gks.ru,0.288
Марфино,расходы,2013,Национальная безопасность и правоохранительная деятельность,http://www.gks.ru,0.073
Марфино,расходы,2013,Национальная экономика,http://www.gks.ru,0.128
Марфино,расходы,2013,Образование,http://www.gks.ru,5.498
Марфино,расходы,2013,Общегосударственные вопросы,http://www.gks.ru,21.365
Марфино,расходы,2013,Расходы: итого,http://www.gks.ru,30.568
Марфино,расходы,2013,Физическая культура и спорт,http://www.gks.ru,2.886
Марфино,расходы,2014,"Культура, кинематография",http://www.gks.ru,1.38
Марфино,расходы,2014,Образование,http://www.gks.ru,0.41
Марфино,расходы,2014,Общегосударственные вопросы,http://www.gks.ru,21.113
Марфино,расходы,2014,Расходы: итого,http://www.gks.ru,23.95
Марфино,расходы,2014,Физическая культура и спорт,http://www.gks.ru,0.75
Марфино,расходы,2015,"Культура, кинематография",http://www.gks.ru,0.349
Марфино,расходы,2015,Образование,http://www.gks.ru,0.546
Марфино,расходы,2015,Общегосударственные вопросы,http://www.gks.ru,14.798
Марфино,расходы,2015,Расходы: итого,http://www.gks.ru,17.073
Марфино,расходы,2015,Социальная политика,http://www.gks.ru,0.93
Марфино,расходы,2016,"Культура, кинематография",http://www.gks.ru,0.521
Марфино,расходы,2016,Образование,http://www.gks.ru,0.553
Марфино,расходы,2016,Общегосударственные вопросы,http://www.gks.ru,13.419
Марфино,расходы,2016,Расходы: итого,http://www.gks.ru,16.222
Марфино,расходы,2016,Социальная политика,http://www.gks.ru,1.591
Марфино,расходы,2017,"Культура, кинематография",http://www.gks.ru,1.025
Марфино,расходы,2017,Образование,http://www.gks.ru,0.265
Марфино,расходы,2017,Общегосударственные вопросы,http://www.gks.ru,14.508
Марфино,расходы,2017,Расходы: итого,http://www.gks.ru,17.591
Марфино,расходы,2017,Социальная политика,http://www.gks.ru,1.654
Марьина роща,расходы,2006,"Культура, кинематография",http://www.gks.ru,2.1
Марьина роща,расходы,2006,Национальная безопасность и правоохранительная деятельность,http://www.gks.ru,0.1
Марьина роща,расходы,2006,Общегосударственные вопросы,http://www.gks.ru,6.5
Марьина роща,расходы,2006,Расходы: итого,http://www.gks.ru,9.6
Марьина роща,расходы,2006,Социальная политика,http://www.gks.ru,0.9
Марьина роща,расходы,2006,Функционирование законодательных (представительных ) органов государственной власти и местного самоуправления,http://www.gks.ru,6.5
Марьина роща,расходы,2008,"Культура, кинематография",http://www.gks.ru,2.55
Марьина роща,расходы,2008,Образование,http://www.gks.ru,2.378
Марьина роща,расходы,2008,Общегосударственные вопросы,http://www.gks.ru,21.173
Марьина роща,расходы,2008,Расходы: итого,http://www.gks.ru,28.871
Марьина роща,расходы,2008,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,14.191
Марьина роща,расходы,2008,Физическая культура и спорт,http://www.gks.ru,2.77
Марьина роща,расходы,2009,Из межбюджетных трансфертов субсидии бюджетам субъектов Российской Федерации и муниципальных образований (межбюджетные субсидии),http://www.gks.ru,0.25
Марьина роща,расходы,2009,"Культура, кинематография",http://www.gks.ru,1.448
Марьина роща,расходы,2009,Межбюджетные трансферты,http://www.gks.ru,0.25
Марьина роща,расходы,2009,Образование,http://www.gks.ru,3.906
Марьина роща,расходы,2009,Общегосударственные вопросы,http://www.gks.ru,21.096
Марьина роща,расходы,2009,Расходы: итого,http://www.gks.ru,30.628
Марьина роща,расходы,2009,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,15.298
Марьина роща,расходы,2009,Физическая культура и спорт,http://www.gks.ru,7.854
Марьина роща,расходы,2010,"Культура, кинематография",http://www.gks.ru,1.098
Марьина роща,расходы,2010,Образование,http://www.gks.ru,3.904
Марьина роща,расходы,2010,Общегосударственные вопросы,http://www.gks.ru,23.111
Марьина роща,расходы,2010,Расходы: итого,http://www.gks.ru,32.14
Марьина роща,расходы,2010,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,16.691
Марьина роща,расходы,2010,Физическая культура и спорт,http://www.gks.ru,4.026
Марьина роща,расходы,2011,Расходы: итого,http://www.gks.ru,30.931
Марьина роща,расходы,2012,Расходы: итого,http://www.gks.ru,37.371
Марьина роща,расходы,2013,"Культура, кинематография",http://www.gks.ru,0.912
Марьина роща,расходы,2013,Национальная экономика,http://www.gks.ru,0.192
Марьина роща,расходы,2013,Образование,http://www.gks.ru,4.49
Марьина роща,расходы,2013,Общегосударственные вопросы,http://www.gks.ru,26.279
Марьина роща,расходы,2013,Расходы: итого,http://www.gks.ru,37.775
Марьина роща,расходы,2013,Физическая культура и спорт,http://www.gks.ru,5.166
Марьина роща,расходы,2014,"Культура, кинематография",http://www.gks.ru,2.104
Марьина роща,расходы,2014,Общегосударственные вопросы,http://www.gks.ru,21.422
Марьина роща,расходы,2014,Расходы: итого,http://www.gks.ru,25.948
Марьина роща,расходы,2014,Физическая культура и спорт,http://www.gks.ru,1.55
Марьина роща,расходы,2015,"Культура, кинематография",http://www.gks.ru,1.088
Марьина роща,расходы,2015,Общегосударственные вопросы,http://www.gks.ru,14.736
Марьина роща,расходы,2015,Расходы: итого,http://www.gks.ru,17.013
Марьина роща,расходы,2015,Социальная политика,http://www.gks.ru,0.563
Марьина роща,расходы,2016,"Культура, кинематография",http://www.gks.ru,1.448
Марьина роща,расходы,2016,Общегосударственные вопросы,http://www.gks.ru,13.488
Марьина роща,расходы,2016,Расходы: итого,http://www.gks.ru,17.411
Марьина роща,расходы,2016,Социальная политика,http://www.gks.ru,2.159
Марьина роща,расходы,2017,"Культура, кинематография",http://www.gks.ru,1.31
Марьина роща,расходы,2017,Общегосударственные вопросы,http://www.gks.ru,16.856
Марьина роща,расходы,2017,Расходы: итого,http://www.gks.ru,20.63
Марьина роща,расходы,2017,Социальная политика,http://www.gks.ru,2.237
Марьино,расходы,2006,"Культура, кинематография",http://www.gks.ru,7.469
Марьино,расходы,2006,Национальная безопасность и правоохранительная деятельность,http://www.gks.ru,2.496
Марьино,расходы,2006,Национальная экономика,http://www.gks.ru,0.38
Марьино,расходы,2006,Образование,http://www.gks.ru,0.196
Марьино,расходы,2006,Общегосударственные вопросы,http://www.gks.ru,10.97
Марьино,расходы,2006,Расходы: итого,http://www.gks.ru,22.392
Марьино,расходы,2006,Социальная политика,http://www.gks.ru,0.881
Марьино,расходы,2006,Функционирование законодательных (представительных ) органов государственной власти и местного самоуправления,http://www.gks.ru,0.098
Марьино,расходы,2006,"Функционирование Правительства Российской Федерации, высших органов исполнительной власти субъектов Российской Федерации,  местных администраций",http://www.gks.ru,10.005
Марьино,расходы,2008,"Культура, кинематография",http://www.gks.ru,13.597999999999999
Марьино,расходы,2008,Национальная экономика,http://www.gks.ru,0.09179999999999999
Марьино,расходы,2008,Образование,http://www.gks.ru,16.3368
Марьино,расходы,2008,Общегосударственные вопросы,http://www.gks.ru,9.2142
Марьино,расходы,2008,Расходы: итого,http://www.gks.ru,85.677
Марьино,расходы,2008,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,9.2142
Марьино,расходы,2008,Физическая культура и спорт,http://www.gks.ru,37.0621
Марьино,расходы,2009,Бюджетные инвестиции на увеличение стоимости основных средств,http://www.gks.ru,0.722
Марьино,расходы,2009,Из межбюджетных трансфертов субсидии бюджетам субъектов Российской Федерации и муниципальных образований (межбюджетные субсидии),http://www.gks.ru,3
Марьино,расходы,2009,"Культура, кинематография",http://www.gks.ru,12.027000000000001
Марьино,расходы,2009,Межбюджетные трансферты,http://www.gks.ru,3
Марьино,расходы,2009,Национальная экономика,http://www.gks.ru,0.002
Марьино,расходы,2009,Образование,http://www.gks.ru,15.953
Марьино,расходы,2009,Общегосударственные вопросы,http://www.gks.ru,47.972
Марьино,расходы,2009,Расходы: итого,http://www.gks.ru,92.939
Марьино,расходы,2009,расходы на содержание работников органов местного самоуправления,http://www.gks.ru,11.071
Марьино,расходы,2009,Физическая культура и спорт,http://www.gks.ru,45.483
Марьино,расходы,2010,"Культура, кинематография",http://www.gks.ru,7.369
Марьино,расходы,2010,Национальная экономика,http://www.gks.ru,0.081
Марьино,расходы,2010,Образование,http://www.gks.ru,20.853
Марьино,расходы,2010,Общегосударственные вопросы,http://www.gks.ru,51.621
