Национальная экономика,55,"114,7",79,93,NA,NA,260,NA,NA,NA,NA,Крюково
Образование,NA,7630,10610,10674,NA,NA,7962,NA,NA,NA,NA,Крюково
"Культура, кинематография и средства массовой информации",1681,"2161,1",1038,1178,NA,NA,NA,NA,NA,NA,NA,Крюково
Культура,NA,"1245,5",608,NA,NA,NA,NA,NA,NA,NA,NA,Крюково
"Культура, кинематография",NA,NA,NA,NA,NA,NA,666,2672,867,915,710,Крюково
"Здравоохранение, физическая культура и спорт",NA,"7800,6",10153,10289,NA,NA,NA,NA,NA,NA,NA,Крюково
Физическая культура и спорт,NA,"7800,6",10153,NA,NA,NA,16128,4131,NA,NA,NA,Крюково
Бюджетные инвестиции  (физическая культура и спорт) на увеличение стоимости основных средств,NA,"212,8",418,NA,NA,NA,NA,NA,NA,NA,NA,Крюково
Расходы на оплату труда и начисления на оплату труда  (физическая культура и спорт),NA,"2694,3",4040,NA,NA,NA,NA,NA,NA,NA,NA,Крюково
Социальная политика,707,NA,NA,NA,NA,NA,NA,NA,381,664,759,Крюково
Межбюджетные трансферты,NA,NA,541,NA,NA,NA,NA,NA,NA,NA,NA,Крюково
Из межбюджетных трансфертов субсидии бюджетам субъектов Российской Федерации и муниципальных образований (межбюджетные субсидии),NA,NA,541,NA,NA,NA,NA,NA,NA,NA,NA,Крюково
"Доходы местного бюджета, фактически исполненные, тысяча рублей",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Матушкино
Всего,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Матушкино
Налог на доходы физических лиц,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Матушкино
Безвозмездные поступления,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Матушкино
Безвозмездные поступления от других бюджетов бюджетной системы Российской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Матушкино
Дотации бюджетам бюджетной системы Российской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Матушкино
Субсидии бюджетам бюджетной системы Российской Федерации  (межбюджетные субсидии),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Матушкино
Субвенции бюджетам   бюджетной системы Российской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Матушкино
Иные  межбюджетные трансферты,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Матушкино
"Межбюджетные трансферты, передаваемые бюджетам для компенсации дополнительных расходов, возникших в результате решений, принятых органами власти другого уровня",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Матушкино
Дотации от других бюджетов бюджетной системы Россйской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Матушкино
Субвенции от других бюджетов бюджетной системы Российской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Матушкино
Из общей величины доходов - собственные доходы,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Матушкино
"Расходы местного бюджета, фактически исполненные, тысяча рублей",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Матушкино
Всего,8408,"29287,6",29250,31674,33225,38289,26905,15021,15127,17501,22113,Матушкино
Общегосударственные вопросы,6500,"16952,7",18473,19124,NA,NA,18917,13631,13279,14363,19324,Матушкино
Функционирование законодательных (представительных ) органов государственной власти и местного самоуправления,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Матушкино
расходы на содержание работников органов местного самоуправления,NA,"12487,1",18473,14240,NA,NA,NA,NA,NA,NA,NA,Матушкино
"Функционирование Правительства Российской Федерации, высших органов исполнительной власти субъектов Российской Федерации,  местных администраций",5582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Матушкино
Национальная безопасность и правоохранительная деятельность,5,NA,NA,NA,NA,NA,NA,288,259,99,198,Матушкино
Национальная экономика,36,93,72,72,NA,NA,197,NA,NA,NA,NA,Матушкино
Другие вопросы в области национальной экономики,NA,NA,72,72,NA,NA,NA,NA,NA,NA,NA,Матушкино
Жилищно-коммунальное хозяйство,NA,NA,NA,1891,NA,NA,NA,NA,NA,NA,NA,Матушкино
Охрана окружающей среды,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Матушкино
Образование,NA,4135,4253,NA,NA,NA,1985,NA,NA,NA,NA,Матушкино
Общее образование,NA,2987,NA,NA,NA,NA,NA,NA,NA,NA,NA,Матушкино
Бюджетные инвестиции (общее образование) на увеличение стоимости основных средств,NA,"23,2",NA,NA,NA,NA,NA,NA,NA,NA,NA,Матушкино
Расходы на оплату труда и начисления на оплату труда (общее образование),NA,"2963,8",NA,NA,NA,NA,NA,NA,NA,NA,NA,Матушкино
"Культура, кинематография и средства массовой информации",905,"2365,2",972,697,NA,NA,NA,NA,NA,NA,NA,Матушкино
Культура,NA,1956,494,NA,NA,NA,NA,NA,NA,NA,NA,Матушкино
"Культура, кинематография",NA,NA,NA,NA,NA,NA,740,777,742,599,577,Матушкино
"Здравоохранение, физическая культура и спорт",NA,"5741,7",5480,3779,NA,NA,NA,NA,NA,NA,NA,Матушкино
Физическая культура и спорт,NA,"5741,7",5480,NA,NA,NA,4768,NA,NA,NA,NA,Матушкино
Бюджетные инвестиции  (физическая культура и спорт) на увеличение стоимости основных средств,NA,"309,6",NA,NA,NA,NA,NA,NA,NA,NA,NA,Матушкино
Расходы на оплату труда и начисления на оплату труда  (физическая культура и спорт),NA,"1017,7",1770,NA,NA,NA,NA,NA,NA,NA,NA,Матушкино
Социальная политика,945,NA,NA,NA,NA,NA,NA,NA,443,1815,1507,Матушкино
"Доходы местного бюджета, фактически исполненные, тысяча рублей",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Силино
Всего,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Силино
Налог на доходы физических лиц,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Силино
Безвозмездные поступления,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Силино
Безвозмездные поступления от других бюджетов бюджетной системы Российской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Силино
Дотации бюджетам бюджетной системы Российской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Силино
Субсидии бюджетам бюджетной системы Российской Федерации  (межбюджетные субсидии),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Силино
Субвенции бюджетам   бюджетной системы Российской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Силино
Иные  межбюджетные трансферты,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Силино
Дотации от других бюджетов бюджетной системы Россйской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Силино
Субвенции от других бюджетов бюджетной системы Российской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Силино
Из общей величины доходов - собственные доходы,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Силино
"Расходы местного бюджета, фактически исполненные, тысяча рублей",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Силино
Всего,8480,"26599,4",40510,33133,31356,36847,38549,24682,15014,17101,21130,Силино
Общегосударственные вопросы,6497,"15536,7",19771,20513,NA,NA,22229,21562,NA,13987,18194,Силино
Функционирование законодательных (представительных ) органов государственной власти и местного самоуправления,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Силино
расходы на содержание работников органов местного самоуправления,NA,"8553,9",11671,NA,NA,NA,NA,NA,NA,NA,NA,Силино
"Функционирование Правительства Российской Федерации, высших органов исполнительной власти субъектов Российской Федерации,  местных администраций",5538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Силино
Национальная безопасность и правоохранительная деятельность,20,NA,NA,NA,NA,NA,118,NA,30,NA,NA,Силино
Национальная экономика,57,113,123,156,NA,NA,193,NA,NA,NA,NA,Силино
Образование,NA,"3346,3",8842,6369,NA,NA,4629,NA,NA,NA,NA,Силино
"Культура, кинематография и средства массовой информации",947,1089,913,891,NA,NA,NA,NA,NA,NA,NA,Силино
"Культура, кинематография",NA,NA,NA,NA,NA,NA,994,NA,865,1001,NA,Силино
"Здравоохранение, физическая культура и спорт",NA,"6514,4",9912,5204,NA,NA,NA,NA,NA,NA,NA,Силино
Физическая культура и спорт,NA,NA,9912,NA,NA,NA,10386,NA,NA,NA,NA,Силино
Социальная политика,932,NA,NA,NA,NA,NA,NA,NA,585,1513,1435,Силино
Межбюджетные трансферты общего характера бюджетам бюджетной системы Российской Федерации,NA,NA,NA,NA,NA,NA,NA,3120,NA,NA,NA,Силино
"Доходы местного бюджета, фактически исполненные, тысяча рублей",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Аэропорт
Всего,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Аэропорт
Налог на доходы физических лиц,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Аэропорт
Безвозмездные поступления,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Аэропорт
Безвозмездные поступления от других бюджетов бюджетной системы Российской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Аэропорт
Субсидии бюджетам бюджетной системы Российской Федерации  (межбюджетные субсидии),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Аэропорт
Субвенции бюджетам   бюджетной системы Российской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Аэропорт
Иные  межбюджетные трансферты,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Аэропорт
Дотации от других бюджетов бюджетной системы Россйской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Аэропорт
Субвенции от других бюджетов бюджетной системы Российской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Аэропорт
Из общей величины доходов - собственные доходы,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Аэропорт
"Расходы местного бюджета, фактически исполненные, тысяча рублей",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Аэропорт
Всего,8745,"27767,7",35251,32460,40590,45733,42491,24290,15914,17052,18840,Аэропорт
Общегосударственные вопросы,5510,"17834,9",19829,22533,NA,NA,26753,20675,14232,14613,16105,Аэропорт
Функционирование законодательных (представительных ) органов государственной власти и местного самоуправления,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Аэропорт
расходы на содержание работников органов местного самоуправления,NA,"15750,4",19829,NA,NA,NA,NA,NA,NA,NA,NA,Аэропорт
"Функционирование Правительства Российской Федерации, высших органов исполнительной власти субъектов Российской Федерации,  местных администраций",5292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Аэропорт
Обслуживание государственного и муниципального долга,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Аэропорт
Национальная безопасность и правоохранительная деятельность,NA,"99,9",NA,NA,NA,NA,NA,NA,NA,NA,NA,Аэропорт
Национальная экономика,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,Аэропорт
Образование,NA,"3380,3",2345,2647,NA,NA,7682,NA,NA,NA,NA,Аэропорт
"Культура, кинематография и средства массовой информации",2224,"1965,2",2294,969,NA,NA,NA,NA,NA,NA,NA,Аэропорт
Культура,NA,"1965,2",2294,NA,NA,NA,NA,NA,NA,NA,NA,Аэропорт
"Культура, кинематография",NA,NA,NA,NA,NA,NA,408,1941,1298,1700,1970,Аэропорт
"Здравоохранение, физическая культура и спорт",NA,"4487,4",2566,6311,NA,NA,NA,NA,NA,NA,NA,Аэропорт
Физическая культура и спорт,NA,"4487,4",2566,NA,NA,NA,7598,1674,NA,NA,NA,Аэропорт
Социальная политика,985,NA,NA,NA,NA,NA,NA,NA,384,739,765,Аэропорт
"Доходы местного бюджета, фактически исполненные, тысяча рублей",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Беговой
Всего,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Беговой
Налог на доходы физических лиц,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Беговой
Безвозмездные поступления,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Беговой
Безвозмездные поступления от других бюджетов бюджетной системы Российской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Беговой
Дотации бюджетам бюджетной системы Российской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Беговой
Субсидии бюджетам бюджетной системы Российской Федерации  (межбюджетные субсидии),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Беговой
Субвенции бюджетам   бюджетной системы Российской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Беговой
Иные  межбюджетные трансферты,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Беговой
Дотации от других бюджетов бюджетной системы Россйской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Беговой
Субвенции от других бюджетов бюджетной системы Российской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Беговой
Из общей величины доходов - собственные доходы,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Беговой
"Расходы местного бюджета, фактически исполненные, тысяча рублей",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Беговой
Всего,8120,"24000,7",27122,29064,30992,34126,25274,15501,15036,15978,17404,Беговой
Общегосударственные вопросы,6145,"16625,8",18315,19181,NA,NA,19672,14181,10758,12873,14303,Беговой
Функционирование законодательных (представительных ) органов государственной власти и местного самоуправления,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Беговой
расходы на содержание работников органов местного самоуправления,NA,"10341,1",18274,13148,NA,NA,NA,NA,NA,NA,NA,Беговой
"Функционирование Правительства Российской Федерации, высших органов исполнительной власти субъектов Российской Федерации,  местных администраций",5358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Беговой
Национальная безопасность и правоохранительная деятельность,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Беговой
Национальная экономика,50,30,35,NA,NA,NA,NA,NA,NA,NA,NA,Беговой
Другие вопросы в области национальной экономики,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Беговой
Образование,NA,"4393,4",3920,6605,NA,NA,3750,NA,NA,NA,NA,Беговой
"Культура, кинематография и средства массовой информации",1033,"1374,4",941,808,NA,NA,NA,NA,NA,NA,NA,Беговой
Культура,NA,"986,6",NA,NA,NA,NA,NA,NA,NA,NA,NA,Беговой
"Культура, кинематография",NA,NA,NA,NA,NA,NA,270,698,764,1118,1221,Беговой
"Здравоохранение, физическая культура и спорт",NA,"1577,1",2711,2434,NA,NA,NA,NA,NA,NA,NA,Беговой
Физическая культура и спорт,NA,"1577,1",NA,NA,NA,NA,1142,NA,NA,NA,NA,Беговой
Бюджетные инвестиции  (физическая культура и спорт) на увеличение стоимости основных средств,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,Беговой
Расходы на оплату труда и начисления на оплату труда  (физическая культура и спорт),NA,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,Беговой
Социальная политика,882,NA,NA,NA,NA,NA,NA,NA,784,1529,776,Беговой
Межбюджетные трансферты,NA,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA,Беговой
Из межбюджетных трансфертов субсидии бюджетам субъектов Российской Федерации и муниципальных образований (межбюджетные субсидии),NA,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA,Беговой
"Доходы местного бюджета, фактически исполненные, тысяча рублей",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Бескудниковский
Всего,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Бескудниковский
Налог на доходы физических лиц,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Бескудниковский
Безвозмездные поступления,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Бескудниковский
Безвозмездные поступления от других бюджетов бюджетной системы Российской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Бескудниковский
Дотации бюджетам бюджетной системы Российской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Бескудниковский
Субсидии бюджетам бюджетной системы Российской Федерации  (межбюджетные субсидии),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Бескудниковский
Субвенции бюджетам   бюджетной системы Российской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Бескудниковский
Иные  межбюджетные трансферты,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Бескудниковский
"Межбюджетные трансферты, передаваемые бюджетам для компенсации дополнительных расходов, возникших в результате решений, принятых органами власти другого уровня",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Бескудниковский
Дотации от других бюджетов бюджетной системы Россйской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Бескудниковский
Субвенции от других бюджетов бюджетной системы Российской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Бескудниковский
Доходы от  приносящей доход деятельности,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Бескудниковский
Из общей величины доходов - собственные доходы,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Бескудниковский
"Расходы местного бюджета, фактически исполненные, тысяча рублей",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Бескудниковский
Всего,10045,"35108,9",33847,39232,45827,47515,45665,24202,15779,20489,19865,Бескудниковский
Бюджетные инвестиции на увеличение стоимости основных средств,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,Бескудниковский
Общегосударственные вопросы,7277,"20736,3",18934,21425,NA,NA,25485,19335,12025,19174,18502,Бескудниковский
расходы на содержание работников органов местного самоуправления,NA,"11637,4",11867,21425,NA,NA,NA,NA,NA,NA,NA,Бескудниковский
Национальная экономика,NA,NA,65,90,NA,NA,70,NA,NA,NA,NA,Бескудниковский
Другие вопросы в области национальной экономики,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,Бескудниковский
Образование,NA,"5547,6",6764,11318,NA,NA,10326,NA,NA,NA,NA,Бескудниковский
"Культура, кинематография и средства массовой информации",1713,"1874,7",1032,826,NA,NA,NA,NA,NA,NA,NA,Бескудниковский
Культура,NA,"993,2",544,NA,NA,NA,NA,NA,NA,NA,NA,Бескудниковский
Бюджетные инвестиции (культура) на увеличение стоимости основных средств,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,Бескудниковский
"Культура, кинематография",NA,NA,NA,NA,NA,NA,382,2062,1354,1197,1243,Бескудниковский
"Здравоохранение, физическая культура и спорт",NA,"6950,3",6949,5571,NA,NA,NA,NA,NA,NA,NA,Бескудниковский
Физическая культура и спорт,NA,"6950,3",6949,NA,NA,NA,9401,2697,NA,NA,NA,Бескудниковский
Бюджетные инвестиции  (физическая культура и спорт) на увеличение стоимости основных средств,NA,"253,4",659,NA,NA,NA,NA,NA,NA,NA,NA,Бескудниковский
Расходы на оплату труда и начисления на оплату труда  (физическая культура и спорт),NA,"1056,3",1552,NA,NA,NA,NA,NA,NA,NA,NA,Бескудниковский
Социальная политика,1054,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Бескудниковский
Межбюджетные трансферты,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,Бескудниковский
Из межбюджетных трансфертов субсидии бюджетам субъектов Российской Федерации и муниципальных образований (межбюджетные субсидии),NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,Бескудниковский
"Доходы местного бюджета, фактически исполненные, тысяча рублей",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Войковский
Всего,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Войковский
Налог на доходы физических лиц,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Войковский
Безвозмездные поступления,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Войковский
Безвозмездные поступления от других бюджетов бюджетной системы Российской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Войковский
Дотации бюджетам бюджетной системы Российской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Войковский
Субсидии бюджетам бюджетной системы Российской Федерации  (межбюджетные субсидии),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Войковский
Субвенции бюджетам   бюджетной системы Российской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Войковский
Иные  межбюджетные трансферты,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Войковский
Доходы от  приносящей доход деятельности,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Войковский
Из общей величины доходов - собственные доходы,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Войковский
"Расходы местного бюджета, фактически исполненные, тысяча рублей",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Войковский
Всего,9300,"30393,4",33503,33834,37387,39254,37735,25863,19579,25380,24409,Войковский
Бюджетные инвестиции на увеличение стоимости основных средств,NA,NA,214,NA,NA,NA,NA,NA,NA,NA,NA,Войковский
Общегосударственные вопросы,6602,"18174,6",13611,20251,NA,NA,25165,21497,17585,21925,20451,Войковский
Функционирование законодательных (представительных ) органов государственной власти и местного самоуправления,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Войковский
расходы на содержание работников органов местного самоуправления,NA,"9251,6",13611,20251,NA,NA,NA,NA,NA,NA,NA,Войковский
"Функционирование Правительства Российской Федерации, высших органов исполнительной власти субъектов Российской Федерации,  местных администраций",5770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Войковский
Обслуживание государственного и муниципального долга,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Войковский
Национальная безопасность и правоохранительная деятельность,58,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Войковский
Национальная экономика,NA,"3,6",3,18,NA,NA,NA,NA,NA,NA,NA,Войковский
Другие вопросы в области национальной экономики,NA,"3,6",NA,NA,NA,NA,NA,NA,NA,NA,NA,Войковский
Образование,NA,"4889,7",NA,NA,NA,NA,6717,NA,NA,NA,NA,Войковский
"Культура, кинематография и средства массовой информации",1644,"4013,3",954,1951,NA,NA,NA,NA,NA,NA,NA,Войковский
Культура,NA,"4013,3",954,NA,NA,NA,NA,NA,NA,NA,NA,Войковский
"Культура, кинематография",NA,NA,NA,NA,NA,NA,635,3080,1642,2270,2270,Войковский
"Здравоохранение, физическая культура и спорт",NA,"3307,2",4435,5059,NA,NA,NA,NA,NA,NA,NA,Войковский
Физическая культура и спорт,NA,"3307,2",4435,NA,NA,NA,5218,1286,NA,NA,NA,Войковский
Бюджетные инвестиции  (физическая культура и спорт) на увеличение стоимости основных средств,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,Войковский
Расходы на оплату труда и начисления на оплату труда  (физическая культура и спорт),NA,NA,1166,NA,NA,NA,NA,NA,NA,NA,NA,Войковский
Социальная политика,979,NA,NA,NA,NA,NA,NA,NA,352,1185,1688,Войковский
Межбюджетные трансферты,NA,NA,4000,NA,NA,NA,NA,NA,NA,NA,NA,Войковский
Иные  межбюджетные   трансферты,NA,NA,4000,NA,NA,NA,NA,NA,NA,NA,NA,Войковский
"Доходы местного бюджета, фактически исполненные, тысяча рублей",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Восточное Дегунино
Всего,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Восточное Дегунино
Налог на доходы физических лиц,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Восточное Дегунино
Безвозмездные поступления,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Восточное Дегунино
Безвозмездные поступления от других бюджетов бюджетной системы Российской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Восточное Дегунино
Субвенции бюджетам   бюджетной системы Российской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Восточное Дегунино
Иные  межбюджетные трансферты,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Восточное Дегунино
Дотации от других бюджетов бюджетной системы Россйской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Восточное Дегунино
Субвенции от других бюджетов бюджетной системы Российской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Восточное Дегунино
Доходы от  приносящей доход деятельности,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Восточное Дегунино
Из общей величины доходов - собственные доходы,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Восточное Дегунино
"Расходы местного бюджета, фактически исполненные, тысяча рублей",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Восточное Дегунино
Всего,11131,42826,43714,NA,46600,53081,54957,30247,19359,17992,21761,Восточное Дегунино
Общегосударственные вопросы,6516,19401,20950,NA,NA,NA,32660,24537,16719,15352,19241,Восточное Дегунино
Функционирование законодательных (представительных ) органов государственной власти и местного самоуправления,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Восточное Дегунино
расходы на содержание работников органов местного самоуправления,NA,12530,15890,NA,NA,NA,NA,NA,NA,NA,NA,Восточное Дегунино
"Функционирование Правительства Российской Федерации, высших органов исполнительной власти субъектов Российской Федерации,  местных администраций",6338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Восточное Дегунино
Национальная безопасность и правоохранительная деятельность,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Восточное Дегунино
Национальная экономика,28,35,38,NA,NA,NA,154,NA,NA,NA,NA,Восточное Дегунино
Жилищно-коммунальное хозяйство,45,70,21,NA,NA,NA,NA,NA,NA,NA,NA,Восточное Дегунино
Образование,NA,13150,9401,NA,NA,NA,9051,NA,NA,NA,NA,Восточное Дегунино
"Культура, кинематография и средства массовой информации",3339,2979,1927,NA,NA,NA,NA,NA,NA,NA,NA,Восточное Дегунино
Культура,NA,1667,1047,NA,NA,NA,NA,NA,NA,NA,NA,Восточное Дегунино
"Культура, кинематография",NA,NA,NA,NA,NA,NA,1792,2238,NA,NA,NA,Восточное Дегунино
"Здравоохранение, физическая культура и спорт",NA,7191,8375,NA,NA,NA,NA,NA,NA,NA,NA,Восточное Дегунино
Физическая культура и спорт,NA,7191,7375,NA,NA,NA,11024,3472,NA,NA,NA,Восточное Дегунино
Бюджетные инвестиции  (физическая культура и спорт) на увеличение стоимости основных средств,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,Восточное Дегунино
Расходы на оплату труда и начисления на оплату труда  (физическая культура и спорт),NA,744,1149,NA,NA,NA,NA,NA,NA,NA,NA,Восточное Дегунино
Социальная политика,1172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Восточное Дегунино
Межбюджетные трансферты,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,Восточное Дегунино
Из межбюджетных трансфертов субсидии бюджетам субъектов Российской Федерации и муниципальных образований (межбюджетные субсидии),NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,Восточное Дегунино
"Доходы местного бюджета, фактически исполненные, тысяча рублей",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Головинский
Всего,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Головинский
Налог на доходы физических лиц,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Головинский
Безвозмездные поступления,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Головинский
Безвозмездные поступления от других бюджетов бюджетной системы Российской Федерации,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Головинский
