category,municipality,year,value,source,type
Расходы: итого,поселение Рязановское,2016,324.958,http://www.gks.ru,NA
Общегосударственные вопросы,поселение Рязановское,2016,59.102,http://www.gks.ru,NA
Национальная безопасность и правоохранительная деятельность,поселение Рязановское,2016,0.247,http://www.gks.ru,NA
Национальная экономика,поселение Рязановское,2016,95.918,http://www.gks.ru,NA
Дорожное хозяйство (дорожные фонды),поселение Рязановское,2016,95.918,http://www.gks.ru,NA
Жилищно-коммунальное хозяйство,поселение Рязановское,2016,131.082,http://www.gks.ru,NA
Образование,поселение Рязановское,2016,1.104,http://www.gks.ru,NA
"Культура, кинематография",поселение Рязановское,2016,6.663,http://www.gks.ru,NA
Физическая культура и спорт,поселение Рязановское,2016,24.69,http://www.gks.ru,NA
Социальная политика,поселение Рязановское,2016,2.96,http://www.gks.ru,NA
Расходы: итого,поселение Сосенское,2016,1264.933,http://www.gks.ru,NA
Общегосударственные вопросы,поселение Сосенское,2016,325.507,http://www.gks.ru,NA
Национальная безопасность и правоохранительная деятельность,поселение Сосенское,2016,44.963,http://www.gks.ru,NA
Национальная экономика,поселение Сосенское,2016,155.042,http://www.gks.ru,NA
Дорожное хозяйство (дорожные фонды),поселение Сосенское,2016,155.042,http://www.gks.ru,NA
Жилищно-коммунальное хозяйство,поселение Сосенское,2016,596.838,http://www.gks.ru,NA
Образование,поселение Сосенское,2016,2.406,http://www.gks.ru,NA
"Культура, кинематография",поселение Сосенское,2016,72.462,http://www.gks.ru,NA
Физическая культура и спорт,поселение Сосенское,2016,47.006,http://www.gks.ru,NA
Социальная политика,поселение Сосенское,2016,6.683,http://www.gks.ru,NA
Расходы: итого,поселение Филимонковское,2016,196.43,http://www.gks.ru,NA
Общегосударственные вопросы,поселение Филимонковское,2016,52.618,http://www.gks.ru,NA
Национальная безопасность и правоохранительная деятельность,поселение Филимонковское,2016,0.153,http://www.gks.ru,NA
Национальная экономика,поселение Филимонковское,2016,59.517,http://www.gks.ru,NA
Дорожное хозяйство (дорожные фонды),поселение Филимонковское,2016,59.517,http://www.gks.ru,NA
Жилищно-коммунальное хозяйство,поселение Филимонковское,2016,57.479,http://www.gks.ru,NA
Образование,поселение Филимонковское,2016,0.162,http://www.gks.ru,NA
"Культура, кинематография",поселение Филимонковское,2016,24.617,http://www.gks.ru,NA
Физическая культура и спорт,поселение Филимонковское,2016,0.04,http://www.gks.ru,NA
Социальная политика,поселение Филимонковское,2016,1.005,http://www.gks.ru,NA
Расходы: итого,поселение Щаповское,2016,250.673,http://www.gks.ru,NA
Общегосударственные вопросы,поселение Щаповское,2016,56.584,http://www.gks.ru,NA
Национальная безопасность и правоохранительная деятельность,поселение Щаповское,2016,2.426,http://www.gks.ru,NA
Национальная экономика,поселение Щаповское,2016,49.248,http://www.gks.ru,NA
Дорожное хозяйство (дорожные фонды),поселение Щаповское,2016,49.248,http://www.gks.ru,NA
Жилищно-коммунальное хозяйство,поселение Щаповское,2016,103.463,http://www.gks.ru,NA
Образование,поселение Щаповское,2016,0.053,http://www.gks.ru,NA
"Культура, кинематография",поселение Щаповское,2016,27.509,http://www.gks.ru,NA
Физическая культура и спорт,поселение Щаповское,2016,9.696,http://www.gks.ru,NA
Социальная политика,NA,2016,1.21,http://www.gks.ru,NA
Расходы: итого,Богородское,2017,22.267,http://www.gks.ru,NA
Общегосударственные вопросы,Богородское,2017,18.192,http://www.gks.ru,NA
Образование,Богородское,2017,1.14,http://www.gks.ru,NA
"Культура, кинематография",Богородское,2017,0.716,http://www.gks.ru,NA
Социальная политика,Богородское,2017,0.691,http://www.gks.ru,NA
Расходы: итого,Вешняки,2017,26.623,http://www.gks.ru,NA
Общегосударственные вопросы,Вешняки,2017,19.583,http://www.gks.ru,NA
"Культура, кинематография",Вешняки,2017,4.798,http://www.gks.ru,NA
Социальная политика,Вешняки,2017,1.307,http://www.gks.ru,NA
Расходы: итого,Восточное Измайлово,2017,22.724,http://www.gks.ru,NA
Общегосударственные вопросы,Восточное Измайлово,2017,19.026,http://www.gks.ru,NA
Национальная безопасность и правоохранительная деятельность,Восточное Измайлово,2017,0.033,http://www.gks.ru,NA
"Культура, кинематография",Восточное Измайлово,2017,1.626,http://www.gks.ru,NA
Социальная политика,Восточное Измайлово,2017,1.3,http://www.gks.ru,NA
Расходы: итого,Восточное,2017,13.608,http://www.gks.ru,NA
Общегосударственные вопросы,Восточное,2017,12.652,http://www.gks.ru,NA
Расходы: итого,Гольяново,2017,29.194,http://www.gks.ru,NA
Общегосударственные вопросы,Гольяново,2017,22.187,http://www.gks.ru,NA
"Культура, кинематография",Гольяново,2017,3.209,http://www.gks.ru,NA
Социальная политика,Гольяново,2017,0.798,http://www.gks.ru,NA
Расходы: итого,Ивановское,2017,28.163,http://www.gks.ru,NA
Общегосударственные вопросы,Ивановское,2017,22.348,http://www.gks.ru,NA
"Культура, кинематография",Ивановское,2017,4.081,http://www.gks.ru,NA
Социальная политика,Ивановское,2017,0.96,http://www.gks.ru,NA
Расходы: итого,Измайлово,2017,20.305,http://www.gks.ru,NA
Общегосударственные вопросы,Измайлово,2017,16.038,http://www.gks.ru,NA
Национальная экономика,Измайлово,2017,1.095,http://www.gks.ru,NA
Другие вопросы в области национальной экономики,Измайлово,2017,1.095,http://www.gks.ru,NA
"Культура, кинематография",Измайлово,2017,2.112,http://www.gks.ru,NA
Социальная политика,Измайлово,2017,0.531,http://www.gks.ru,NA
Межбюджетные трансферты общего характера бюджетам бюджетной системы Российской Федерации,Измайлово,2017,0.529,http://www.gks.ru,NA
Расходы: итого,Косино-Ухтомский,2017,24.009,http://www.gks.ru,NA
Общегосударственные вопросы,Косино-Ухтомский,2017,16.208,http://www.gks.ru,NA
"Культура, кинематография",Косино-Ухтомский,2017,5.597,http://www.gks.ru,NA
Социальная политика,Косино-Ухтомский,2017,1.198,http://www.gks.ru,NA
Расходы: итого,Новогиреево,2017,21.575,http://www.gks.ru,NA
Общегосударственные вопросы,Новогиреево,2017,16.874,http://www.gks.ru,NA
"Культура, кинематография",Новогиреево,2017,1.909,http://www.gks.ru,NA
Социальная политика,Новогиреево,2017,1.33,http://www.gks.ru,NA
Расходы: итого,Новокосино,2017,26.26,http://www.gks.ru,NA
Общегосударственные вопросы,Новокосино,2017,21.508,http://www.gks.ru,NA
"Культура, кинематография",Новокосино,2017,2.981,http://www.gks.ru,NA
Социальная политика,Новокосино,2017,0.357,http://www.gks.ru,NA
Расходы: итого,Метрогородок,2017,19.808,http://www.gks.ru,NA
Общегосударственные вопросы,Метрогородок,2017,16.513,http://www.gks.ru,NA
"Культура, кинематография",Метрогородок,2017,1.897,http://www.gks.ru,NA
Социальная политика,Метрогородок,2017,1.398,http://www.gks.ru,NA
Расходы: итого,Перово,2017,25.588,http://www.gks.ru,NA
Общегосударственные вопросы,Перово,2017,20.061,http://www.gks.ru,NA
"Культура, кинематография",Перово,2017,2.781,http://www.gks.ru,NA
Социальная политика,Перово,2017,1.721,http://www.gks.ru,NA
Расходы: итого,Северное Измайлово,2017,19.502,http://www.gks.ru,NA
Общегосударственные вопросы,Северное Измайлово,2017,13.736,http://www.gks.ru,NA
"Культура, кинематография",Северное Измайлово,2017,3.15,http://www.gks.ru,NA
Социальная политика,Северное Измайлово,2017,1.766,http://www.gks.ru,NA
Расходы: итого,Соколиная гора,2017,21.445,http://www.gks.ru,NA
Общегосударственные вопросы,Соколиная гора,2017,19.133,http://www.gks.ru,NA
"Культура, кинематография",Соколиная гора,2017,1,http://www.gks.ru,NA
Социальная политика,Соколиная гора,2017,0.178,http://www.gks.ru,NA
Расходы: итого,Сокольники,2017,28.115,http://www.gks.ru,NA
Общегосударственные вопросы,Сокольники,2017,19.054,http://www.gks.ru,NA
Образование,Сокольники,2017,1.092,http://www.gks.ru,NA
"Культура, кинематография",Сокольники,2017,2.704,http://www.gks.ru,NA
Социальная политика,Сокольники,2017,4.085,http://www.gks.ru,NA
Расходы: итого,Преображенское,2017,21.794,http://www.gks.ru,NA
Общегосударственные вопросы,Преображенское,2017,16.425,http://www.gks.ru,NA
Образование,Преображенское,2017,0.2,http://www.gks.ru,NA
"Культура, кинематография",Преображенское,2017,2.75,http://www.gks.ru,NA
Социальная политика,Преображенское,2017,1.24,http://www.gks.ru,NA
Расходы: итого,Внуково,2017,19.134,http://www.gks.ru,NA
Общегосударственные вопросы,Внуково,2017,14.654,http://www.gks.ru,NA
"Культура, кинематография",Внуково,2017,1.19,http://www.gks.ru,NA
Социальная политика,Внуково,2017,1.988,http://www.gks.ru,NA
Расходы: итого,Дорогомилово,2017,19.083,http://www.gks.ru,NA
Общегосударственные вопросы,Дорогомилово,2017,16.913,http://www.gks.ru,NA
"Культура, кинематография",Дорогомилово,2017,1.125,http://www.gks.ru,NA
Социальная политика,Дорогомилово,2017,0.922,http://www.gks.ru,NA
Расходы: итого,Крылатское,2017,22.851,http://www.gks.ru,NA
Общегосударственные вопросы,Крылатское,2017,19.562,http://www.gks.ru,NA
Национальная безопасность и правоохранительная деятельность,Крылатское,2017,0.08,http://www.gks.ru,NA
"Культура, кинематография",Крылатское,2017,2.251,http://www.gks.ru,NA
Социальная политика,Крылатское,2017,0.958,http://www.gks.ru,NA
Расходы: итого,Кунцево,2017,26.791,http://www.gks.ru,NA
Общегосударственные вопросы,Кунцево,2017,19.743,http://www.gks.ru,NA
"Культура, кинематография",Кунцево,2017,3.819,http://www.gks.ru,NA
Социальная политика,Кунцево,2017,2.273,http://www.gks.ru,NA
Расходы: итого,Можайский,2017,27.325,http://www.gks.ru,NA
Общегосударственные вопросы,Можайский,2017,20.328,http://www.gks.ru,NA
"Культура, кинематография",Можайский,2017,5.61,http://www.gks.ru,NA
Социальная политика,Можайский,2017,0.646,http://www.gks.ru,NA
Расходы: итого,Ново-Переделкино,2017,25.516,http://www.gks.ru,NA
Общегосударственные вопросы,Ново-Переделкино,2017,20.895,http://www.gks.ru,NA
Национальная безопасность и правоохранительная деятельность,Ново-Переделкино,2017,0.279,http://www.gks.ru,NA
Национальная экономика,Ново-Переделкино,2017,1.324,http://www.gks.ru,NA
Другие вопросы в области национальной экономики,Ново-Переделкино,2017,1.324,http://www.gks.ru,NA
"Культура, кинематография",Ново-Переделкино,2017,1.76,http://www.gks.ru,NA
Социальная политика,Ново-Переделкино,2017,1.258,http://www.gks.ru,NA
Расходы: итого,Очаково-Матвеевское,2017,22.929,http://www.gks.ru,NA
Общегосударственные вопросы,Очаково-Матвеевское,2017,19.373,http://www.gks.ru,NA
"Культура, кинематография",Очаково-Матвеевское,2017,2.883,http://www.gks.ru,NA
Социальная политика,Очаково-Матвеевское,2017,0.673,http://www.gks.ru,NA
Расходы: итого,Проспект Вернадского,2017,19.894,http://www.gks.ru,NA
Общегосударственные вопросы,Проспект Вернадского,2017,15.969,http://www.gks.ru,NA
"Культура, кинематография",Проспект Вернадского,2017,3.251,http://www.gks.ru,NA
Социальная политика,Проспект Вернадского,2017,0.515,http://www.gks.ru,NA
Расходы: итого,Раменки,2017,19.906,http://www.gks.ru,NA
Общегосударственные вопросы,Раменки,2017,17.191,http://www.gks.ru,NA
"Культура, кинематография",Раменки,2017,2.01,http://www.gks.ru,NA
Социальная политика,Раменки,2017,0.705,http://www.gks.ru,NA
Расходы: итого,Солнцево,2017,26.418,http://www.gks.ru,NA
Общегосударственные вопросы,Солнцево,2017,22.407,http://www.gks.ru,NA
"Культура, кинематография",Солнцево,2017,2.439,http://www.gks.ru,NA
Социальная политика,Солнцево,2017,0.922,http://www.gks.ru,NA
Расходы: итого,Тропарево-Никулино,2017,23.098,http://www.gks.ru,NA
Общегосударственные вопросы,Тропарево-Никулино,2017,19.873,http://www.gks.ru,NA
"Культура, кинематография",Тропарево-Никулино,2017,2.6,http://www.gks.ru,NA
Социальная политика,Тропарево-Никулино,2017,0.625,http://www.gks.ru,NA
Расходы: итого,Филевский парк,2017,22.246,http://www.gks.ru,NA
Общегосударственные вопросы,Филевский парк,2017,19.284,http://www.gks.ru,NA
Социальная политика,Филевский парк,2017,2.608,http://www.gks.ru,NA
Расходы: итого,Фили-Давыдково,2017,24.509,http://www.gks.ru,NA
Общегосударственные вопросы,Фили-Давыдково,2017,20.231,http://www.gks.ru,NA
"Культура, кинематография",Фили-Давыдково,2017,3.082,http://www.gks.ru,NA
Социальная политика,Фили-Давыдково,2017,0.764,http://www.gks.ru,NA
Межбюджетные трансферты общего характера бюджетам бюджетной системы Российской Федерации,Фили-Давыдково,2017,0.432,http://www.gks.ru,NA
Расходы: итого,Крюково,2017,26.941,http://www.gks.ru,NA
Общегосударственные вопросы,Крюково,2017,23.404,http://www.gks.ru,NA
"Культура, кинематография",Крюково,2017,0.71,http://www.gks.ru,NA
Социальная политика,Крюково,2017,0.759,http://www.gks.ru,NA
Расходы: итого,Матушкино,2017,22.113,http://www.gks.ru,NA
Общегосударственные вопросы,Матушкино,2017,19.324,http://www.gks.ru,NA
Национальная безопасность и правоохранительная деятельность,Матушкино,2017,0.198,http://www.gks.ru,NA
"Культура, кинематография",Матушкино,2017,0.577,http://www.gks.ru,NA
Социальная политика,Матушкино,2017,1.507,http://www.gks.ru,NA
Расходы: итого,Силино,2017,21.13,http://www.gks.ru,NA
Общегосударственные вопросы,Силино,2017,18.194,http://www.gks.ru,NA
Социальная политика,Силино,2017,1.435,http://www.gks.ru,NA
Расходы: итого,Аэропорт,2017,18.84,http://www.gks.ru,NA
Общегосударственные вопросы,Аэропорт,2017,16.105,http://www.gks.ru,NA
"Культура, кинематография",Аэропорт,2017,1.97,http://www.gks.ru,NA
Социальная политика,Аэропорт,2017,0.765,http://www.gks.ru,NA
Расходы: итого,Беговой,2017,17.404,http://www.gks.ru,NA
Общегосударственные вопросы,Беговой,2017,14.303,http://www.gks.ru,NA
"Культура, кинематография",Беговой,2017,1.221,http://www.gks.ru,NA
Социальная политика,Беговой,2017,0.776,http://www.gks.ru,NA
Расходы: итого,Бескудниковский,2017,19.865,http://www.gks.ru,NA
Общегосударственные вопросы,Бескудниковский,2017,18.502,http://www.gks.ru,NA
"Культура, кинематография",Бескудниковский,2017,1.243,http://www.gks.ru,NA
Расходы: итого,Войковский,2017,24.409,http://www.gks.ru,NA
Общегосударственные вопросы,Войковский,2017,20.451,http://www.gks.ru,NA
"Культура, кинематография",Войковский,2017,2.27,http://www.gks.ru,NA
Социальная политика,Войковский,2017,1.688,http://www.gks.ru,NA
Расходы: итого,Восточное Дегунино,2017,21.761,http://www.gks.ru,NA
Общегосударственные вопросы,Восточное Дегунино,2017,19.241,http://www.gks.ru,NA
Расходы: итого,Головинский,2017,67.237,http://www.gks.ru,NA
Общегосударственные вопросы,Головинский,2017,39.281,http://www.gks.ru,NA
"Культура, кинематография",Головинский,2017,13.297,http://www.gks.ru,NA
Физическая культура и спорт,Головинский,2017,11.523,http://www.gks.ru,NA
Социальная политика,Головинский,2017,1.562,http://www.gks.ru,NA
Расходы: итого,Дмитровское,2017,20.592,http://www.gks.ru,NA
Общегосударственные вопросы,Дмитровское,2017,16.719,http://www.gks.ru,NA
"Культура, кинематография",Дмитровское,2017,2.467,http://www.gks.ru,NA
Социальная политика,Дмитровское,2017,0.976,http://www.gks.ru,NA
Расходы: итого,Западное Дегунино,2017,19.256,http://www.gks.ru,NA
Общегосударственные вопросы,Западное Дегунино,2017,16.14,http://www.gks.ru,NA
"Культура, кинематография",Западное Дегунино,2017,2.154,http://www.gks.ru,NA
Социальная политика,Западное Дегунино,2017,0.45,http://www.gks.ru,NA
Межбюджетные трансферты общего характера бюджетам бюджетной системы Российской Федерации,Западное Дегунино,2017,0.512,http://www.gks.ru,NA
Расходы: итого,Коптево,2017,23.748,http://www.gks.ru,NA
Общегосударственные вопросы,Коптево,2017,19.26,http://www.gks.ru,NA
"Культура, кинематография",Коптево,2017,2.086,http://www.gks.ru,NA
Социальная политика,Коптево,2017,2.16,http://www.gks.ru,NA
Расходы: итого,Левобережный,2017,19.675,http://www.gks.ru,NA
Общегосударственные вопросы,Левобережный,2017,17.65,http://www.gks.ru,NA
"Культура, кинематография",Левобережный,2017,0.92,http://www.gks.ru,NA
Социальная политика,Левобережный,2017,0.44,http://www.gks.ru,NA
Расходы: итого,Молжаниновский,2017,25.603,http://www.gks.ru,NA
Общегосударственные вопросы,Молжаниновский,2017,21.508,http://www.gks.ru,NA
"Культура, кинематография",Молжаниновский,2017,0.308,http://www.gks.ru,NA
Физическая культура и спорт,Молжаниновский,2017,2.299,http://www.gks.ru,NA
Социальная политика,Молжаниновский,2017,1.11,http://www.gks.ru,NA
Расходы: итого,Савеловский,2017,19.753,http://www.gks.ru,NA
Общегосударственные вопросы,Савеловский,2017,15.386,http://www.gks.ru,NA
"Культура, кинематография",Савеловский,2017,1.919,http://www.gks.ru,NA
Социальная политика,Савеловский,2017,2.287,http://www.gks.ru,NA
Расходы: итого,Сокол,2017,42.273,http://www.gks.ru,NA
Общегосударственные вопросы,Сокол,2017,26.89,http://www.gks.ru,NA
"Культура, кинематография",Сокол,2017,9.501,http://www.gks.ru,NA
Физическая культура и спорт,Сокол,2017,4.987,http://www.gks.ru,NA
Социальная политика,Сокол,2017,0.004,http://www.gks.ru,NA
Расходы: итого,Тимирязевский,2017,53.596,http://www.gks.ru,NA
Общегосударственные вопросы,Тимирязевский,2017,32.724,http://www.gks.ru,NA
"Культура, кинематография",Тимирязевский,2017,9.634,http://www.gks.ru,NA
Социальная политика,Тимирязевский,2017,0.924,http://www.gks.ru,NA
Расходы: итого,Ховрино,2017,50.536,http://www.gks.ru,NA
Общегосударственные вопросы,Ховрино,2017,33.262,http://www.gks.ru,NA
"Культура, кинематография",Ховрино,2017,9.39,http://www.gks.ru,NA
Физическая культура и спорт,Ховрино,2017,5.993,http://www.gks.ru,NA
Социальная политика,Ховрино,2017,1.151,http://www.gks.ru,NA
Расходы: итого,Хорошевский,2017,17.905,http://www.gks.ru,NA
Общегосударственные вопросы,Хорошевский,2017,15.427,http://www.gks.ru,NA
"Культура, кинематография",Хорошевский,2017,2.017,http://www.gks.ru,NA
Социальная политика,Хорошевский,2017,0.321,http://www.gks.ru,NA
Расходы: итого,Алексеевский,2017,19.776,http://www.gks.ru,NA
Общегосударственные вопросы,Алексеевский,2017,17.843,http://www.gks.ru,NA
"Культура, кинематография",Алексеевский,2017,0.39,http://www.gks.ru,NA
Социальная политика,Алексеевский,2017,1.543,http://www.gks.ru,NA
Расходы: итого,Алтуфьевский,2017,19.995,http://www.gks.ru,NA
Общегосударственные вопросы,Алтуфьевский,2017,17.408,http://www.gks.ru,NA
"Культура, кинематография",Алтуфьевский,2017,1.938,http://www.gks.ru,NA
Социальная политика,Алтуфьевский,2017,0.648,http://www.gks.ru,NA
Расходы: итого,Бабушкинский,2017,21.249,http://www.gks.ru,NA
Общегосударственные вопросы,Бабушкинский,2017,19.44,http://www.gks.ru,NA
"Культура, кинематография",Бабушкинский,2017,1.809,http://www.gks.ru,NA
Расходы: итого,Бибирево,2017,28.897,http://www.gks.ru,NA
Общегосударственные вопросы,Бибирево,2017,22.732,http://www.gks.ru,NA
Жилищно-коммунальное хозяйство,Бибирево,2017,0.03,http://www.gks.ru,NA
Образование,Бибирево,2017,0.713,http://www.gks.ru,NA
"Культура, кинематография",Бибирево,2017,3.968,http://www.gks.ru,NA
Социальная политика,Бибирево,2017,1.454,http://www.gks.ru,NA
Расходы: итого,Бутырский,2017,18.573,http://www.gks.ru,NA
Общегосударственные вопросы,Бутырский,2017,15.234,http://www.gks.ru,NA
"Культура, кинематография",Бутырский,2017,2.287,http://www.gks.ru,NA
Социальная политика,Бутырский,2017,0.822,http://www.gks.ru,NA
Расходы: итого,Лианозово,2017,22.796,http://www.gks.ru,NA
Общегосударственные вопросы,Лианозово,2017,19.992,http://www.gks.ru,NA
Образование,Лианозово,2017,0.32,http://www.gks.ru,NA
"Культура, кинематография",Лианозово,2017,1.66,http://www.gks.ru,NA
Социальная политика,Лианозово,2017,0.682,http://www.gks.ru,NA
Расходы: итого,Лосиноостровский,2017,20.828,http://www.gks.ru,NA
Общегосударственные вопросы,Лосиноостровский,2017,18.141,http://www.gks.ru,NA
Образование,Лосиноостровский,2017,0.233,http://www.gks.ru,NA
"Культура, кинематография",Лосиноостровский,2017,2.003,http://www.gks.ru,NA
Социальная политика,Лосиноостровский,2017,0.283,http://www.gks.ru,NA
Расходы: итого,Марфино,2017,17.591,http://www.gks.ru,NA
Общегосударственные вопросы,Марфино,2017,14.508,http://www.gks.ru,NA
Образование,Марфино,2017,0.265,http://www.gks.ru,NA
"Культура, кинематография",Марфино,2017,1.025,http://www.gks.ru,NA
Социальная политика,Марфино,2017,1.654,http://www.gks.ru,NA
Расходы: итого,Марьина роща,2017,20.63,http://www.gks.ru,NA
Общегосударственные вопросы,Марьина роща,2017,16.856,http://www.gks.ru,NA
"Культура, кинематография",Марьина роща,2017,1.31,http://www.gks.ru,NA
Социальная политика,Марьина роща,2017,2.237,http://www.gks.ru,NA
Расходы: итого,Останкинский,2017,20.558,http://www.gks.ru,NA
Общегосударственные вопросы,Останкинский,2017,17.571,http://www.gks.ru,NA
Национальная экономика,Останкинский,2017,0.839,http://www.gks.ru,NA
"Культура, кинематография",Останкинский,2017,1.334,http://www.gks.ru,NA
Расходы: итого,Отрадное,2017,31.38,http://www.gks.ru,NA
Общегосударственные вопросы,Отрадное,2017,25.34,http://www.gks.ru,NA
"Культура, кинематография",Отрадное,2017,4.178,http://www.gks.ru,NA
Социальная политика,Отрадное,2017,1.598,http://www.gks.ru,NA
Расходы: итого,Ростокино,2017,17.791,http://www.gks.ru,NA
Общегосударственные вопросы,Ростокино,2017,15.87,http://www.gks.ru,NA
"Культура, кинематография",Ростокино,2017,1.504,http://www.gks.ru,NA
Социальная политика,Ростокино,2017,0.37,http://www.gks.ru,NA
Расходы: итого,Свиблово,2017,20.051,http://www.gks.ru,NA
Общегосударственные вопросы,Свиблово,2017,15.497,http://www.gks.ru,NA
"Культура, кинематография",Свиблово,2017,2,http://www.gks.ru,NA
Социальная политика,Свиблово,2017,2.199,http://www.gks.ru,NA
Расходы: итого,Северное Медведково,2017,25.1,http://www.gks.ru,NA
Общегосударственные вопросы,Северное Медведково,2017,19.277,http://www.gks.ru,NA
Национальная безопасность и правоохранительная деятельность,Северное Медведково,2017,0.198,http://www.gks.ru,NA
"Культура, кинематография",Северное Медведково,2017,4.304,http://www.gks.ru,NA
Социальная политика,Северное Медведково,2017,1.182,http://www.gks.ru,NA
Расходы: итого,Северный,2017,16.673,http://www.gks.ru,NA
Общегосударственные вопросы,Северный,2017,14.257,http://www.gks.ru,NA
"Культура, кинематография",Северный,2017,0.575,http://www.gks.ru,NA
Социальная политика,Северный,2017,1.698,http://www.gks.ru,NA
Расходы: итого,Южное Медведково,2017,20.868,http://www.gks.ru,NA
Общегосударственные вопросы,Южное Медведково,2017,16.709,http://www.gks.ru,NA
Обслуживание государственного и муниципального долга,Южное Медведково,2017,0.001,http://www.gks.ru,NA
"Культура, кинематография",Южное Медведково,2017,2.356,http://www.gks.ru,NA
Социальная политика,Южное Медведково,2017,1.529,http://www.gks.ru,NA
Расходы: итого,Ярославский,2017,20.025,http://www.gks.ru,NA
Общегосударственные вопросы,Ярославский,2017,18.133,http://www.gks.ru,NA
"Культура, кинематография",Ярославский,2017,1.2,http://www.gks.ru,NA
Социальная политика,Ярославский,2017,0.691,http://www.gks.ru,NA
Расходы: итого,Куркино,2017,38.852,http://www.gks.ru,NA
Общегосударственные вопросы,Куркино,2017,23.398,http://www.gks.ru,NA
"Культура, кинематография",Куркино,2017,8.793,http://www.gks.ru,NA
Физическая культура и спорт,Куркино,2017,4.043,http://www.gks.ru,NA
Социальная политика,Куркино,2017,2.469,http://www.gks.ru,NA
Расходы: итого,Митино,2017,33.759,http://www.gks.ru,NA
Общегосударственные вопросы,Митино,2017,25.679,http://www.gks.ru,NA
"Культура, кинематография",Митино,2017,5.417,http://www.gks.ru,NA
Социальная политика,Митино,2017,2.292,http://www.gks.ru,NA
Расходы: итого,Покровское-Стрешнево,2017,20.796,http://www.gks.ru,NA
Общегосударственные вопросы,Покровское-Стрешнево,2017,17.893,http://www.gks.ru,NA
"Культура, кинематография",Покровское-Стрешнево,2017,1.533,http://www.gks.ru,NA
Социальная политика,Покровское-Стрешнево,2017,1.256,http://www.gks.ru,NA
Расходы: итого,Северное Тушино,2017,30.294,http://www.gks.ru,NA
Общегосударственные вопросы,Северное Тушино,2017,24.024,http://www.gks.ru,NA
Национальная безопасность и правоохранительная деятельность,Северное Тушино,2017,0.05,http://www.gks.ru,NA
"Культура, кинематография",Северное Тушино,2017,4.777,http://www.gks.ru,NA
Социальная политика,Северное Тушино,2017,1.343,http://www.gks.ru,NA
Расходы: итого,Строгино,2017,73.109,http://www.gks.ru,NA
Общегосударственные вопросы,Строгино,2017,42.1,http://www.gks.ru,NA
"Культура, кинематография",Строгино,2017,12.715,http://www.gks.ru,NA
Физическая культура и спорт,Строгино,2017,16.108,http://www.gks.ru,NA
Социальная политика,Строгино,2017,2.186,http://www.gks.ru,NA
Расходы: итого,Хорошево-Мневники,2017,33.575,http://www.gks.ru,NA
Общегосударственные вопросы,Хорошево-Мневники,2017,24.708,http://www.gks.ru,NA
"Культура, кинематография",Хорошево-Мневники,2017,7.373,http://www.gks.ru,NA
Социальная политика,Хорошево-Мневники,2017,1.358,http://www.gks.ru,NA
Расходы: итого,Щукино,2017,69.867,http://www.gks.ru,NA
Общегосударственные вопросы,Щукино,2017,40.931,http://www.gks.ru,NA
"Культура, кинематография",Щукино,2017,14.448,http://www.gks.ru,NA
Физическая культура и спорт,Щукино,2017,13.106,http://www.gks.ru,NA
Социальная политика,Щукино,2017,1.382,http://www.gks.ru,NA
Расходы: итого,Южное Тушино,2017,23.912,http://www.gks.ru,NA
Общегосударственные вопросы,Южное Тушино,2017,18.647,http://www.gks.ru,NA
Охрана окружающей среды,Южное Тушино,2017,0.3,http://www.gks.ru,NA
"Культура, кинематография",Южное Тушино,2017,2.469,http://www.gks.ru,NA
Социальная политика,Южное Тушино,2017,1.956,http://www.gks.ru,NA
Расходы: итого,Арбат,2017,20.584,http://www.gks.ru,NA
Общегосударственные вопросы,Арбат,2017,16.788,http://www.gks.ru,NA
Национальная экономика,Арбат,2017,0.081,http://www.gks.ru,NA
"Культура, кинематография",Арбат,2017,1.953,http://www.gks.ru,NA
Социальная политика,Арбат,2017,1.762,http://www.gks.ru,NA
Расходы: итого,Басманный,2017,21.625,http://www.gks.ru,NA
Общегосударственные вопросы,Басманный,2017,17.17,http://www.gks.ru,NA
"Культура, кинематография",Басманный,2017,0.886,http://www.gks.ru,NA
Социальная политика,Басманный,2017,0.695,http://www.gks.ru,NA
Расходы: итого,Замоскворечье,2017,43.028,http://www.gks.ru,NA
Общегосударственные вопросы,Замоскворечье,2017,25.947,http://www.gks.ru,NA
Национальная экономика,Замоскворечье,2017,0.022,http://www.gks.ru,NA
"Культура, кинематография",Замоскворечье,2017,9.096,http://www.gks.ru,NA
Физическая культура и спорт,Замоскворечье,2017,5.366,http://www.gks.ru,NA
Социальная политика,Замоскворечье,2017,1.271,http://www.gks.ru,NA
Расходы: итого,Савелки,2017,19.144,http://www.gks.ru,NA
Общегосударственные вопросы,Савелки,2017,16.23,http://www.gks.ru,NA
"Культура, кинематография",Савелки,2017,0.864,http://www.gks.ru,NA
Социальная политика,Савелки,2017,1.252,http://www.gks.ru,NA
Расходы: итого,Красносельский,2017,15.296,http://www.gks.ru,NA
Общегосударственные вопросы,Красносельский,2017,13.026,http://www.gks.ru,NA
"Культура, кинематография",Красносельский,2017,1.065,http://www.gks.ru,NA
Социальная политика,Красносельский,2017,1.165,http://www.gks.ru,NA
Расходы: итого,Мещанский,2017,17.126,http://www.gks.ru,NA
