category,municipality,year,value,source,type
Налоговые доходы,Академический,2018,8.3,http://budget.mos.ru,income
Неналоговые доходы,Академический,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Академический,2018,1.5,http://budget.mos.ru,income
Доходы: итого,Академический,2018,9.8,http://budget.mos.ru,income
Общегосударственные вопросы,Академический,2018,6.3,http://budget.mos.ru,expenses
"Культура, кинематография",Академический,2018,2,http://budget.mos.ru,expenses
Социальная политика,Академический,2018,0.6,http://budget.mos.ru,expenses
Средства массовой информации,Академический,2018,0.2,http://budget.mos.ru,expenses
Расходы: итого,Академический,2018,9.1,http://budget.mos.ru,expenses
Налоговые доходы,Алексеевский,2018,7.8,http://budget.mos.ru,income
Неналоговые доходы,Алексеевский,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Алексеевский,2018,1.3,http://budget.mos.ru,income
Доходы: итого,Алексеевский,2018,9.1,http://budget.mos.ru,income
Общегосударственные вопросы,Алексеевский,2018,5.9,http://budget.mos.ru,expenses
"Культура, кинематография",Алексеевский,2018,0.3,http://budget.mos.ru,expenses
Социальная политика,Алексеевский,2018,0.9,http://budget.mos.ru,expenses
Средства массовой информации,Алексеевский,2018,0.2,http://budget.mos.ru,expenses
Расходы: итого,Алексеевский,2018,7.2,http://budget.mos.ru,expenses
Налоговые доходы,Алтуфьевский,2018,7,http://budget.mos.ru,income
Неналоговые доходы,Алтуфьевский,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Алтуфьевский,2018,1.4,http://budget.mos.ru,income
Доходы: итого,Алтуфьевский,2018,8.4,http://budget.mos.ru,income
Общегосударственные вопросы,Алтуфьевский,2018,7.2,http://budget.mos.ru,expenses
"Культура, кинематография",Алтуфьевский,2018,0.9,http://budget.mos.ru,expenses
Социальная политика,Алтуфьевский,2018,0.4,http://budget.mos.ru,expenses
Средства массовой информации,Алтуфьевский,2018,0.1,http://budget.mos.ru,expenses
Расходы: итого,Алтуфьевский,2018,8.6,http://budget.mos.ru,expenses
Налоговые доходы,Арбат,2018,6.8,http://budget.mos.ru,income
Неналоговые доходы,Арбат,2018,0.1,http://budget.mos.ru,income
Безвозмездные поступления,Арбат,2018,0.6,http://budget.mos.ru,income
Доходы: итого,Арбат,2018,7.5,http://budget.mos.ru,income
Общегосударственные вопросы,Арбат,2018,7,http://budget.mos.ru,expenses
Национальная экономика,Арбат,2018,0,http://budget.mos.ru,expenses
"Культура, кинематография",Арбат,2018,0.5,http://budget.mos.ru,expenses
Социальная политика,Арбат,2018,0.9,http://budget.mos.ru,expenses
Средства массовой информации,Арбат,2018,0,http://budget.mos.ru,expenses
Расходы: итого,Арбат,2018,8.4,http://budget.mos.ru,expenses
Налоговые доходы,Аэропорт,2018,6.8,http://budget.mos.ru,income
Неналоговые доходы,Аэропорт,2018,0.05,http://budget.mos.ru,income
Безвозмездные поступления,Аэропорт,2018,1.4,http://budget.mos.ru,income
Доходы: итого,Аэропорт,2018,8.3,http://budget.mos.ru,income
Общегосударственные вопросы,Аэропорт,2018,6.9,http://budget.mos.ru,expenses
"Культура, кинематография",Аэропорт,2018,0.5,http://budget.mos.ru,expenses
Социальная политика,Аэропорт,2018,0.5,http://budget.mos.ru,expenses
Средства массовой информации,Аэропорт,2018,0.1,http://budget.mos.ru,expenses
Расходы: итого,Аэропорт,2018,8,http://budget.mos.ru,expenses
Налоговые доходы,Бабушкинский,2018,7.3,http://budget.mos.ru,income
Неналоговые доходы,Бабушкинский,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Бабушкинский,2018,1.2,http://budget.mos.ru,income
Доходы: итого,Бабушкинский,2018,8.5,http://budget.mos.ru,income
Общегосударственные вопросы,Бабушкинский,2018,7.4,http://budget.mos.ru,expenses
"Культура, кинематография",Бабушкинский,2018,0.2,http://budget.mos.ru,expenses
Социальная политика,Бабушкинский,2018,0.9,http://budget.mos.ru,expenses
Средства массовой информации,Бабушкинский,2018,0.1,http://budget.mos.ru,expenses
Расходы: итого,Бабушкинский,2018,8.6,http://budget.mos.ru,expenses
Налоговые доходы,Басманный,2018,7.1,http://budget.mos.ru,income
Неналоговые доходы,Басманный,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Басманный,2018,1.4,http://budget.mos.ru,income
Доходы: итого,Басманный,2018,8.5,http://budget.mos.ru,income
Общегосударственные вопросы,Басманный,2018,7.3,http://budget.mos.ru,expenses
"Культура, кинематография",Басманный,2018,0.6,http://budget.mos.ru,expenses
Социальная политика,Басманный,2018,0.3,http://budget.mos.ru,expenses
Средства массовой информации,Басманный,2018,0.8,http://budget.mos.ru,expenses
Расходы: итого,Басманный,2018,9,http://budget.mos.ru,expenses
Налоговые доходы,Беговой,2018,6.8,http://budget.mos.ru,income
Неналоговые доходы,Беговой,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Беговой,2018,1.1,http://budget.mos.ru,income
Доходы: итого,Беговой,2018,8,http://budget.mos.ru,income
Общегосударственные вопросы,Беговой,2018,6,http://budget.mos.ru,expenses
"Культура, кинематография",Беговой,2018,0.4,http://budget.mos.ru,expenses
Социальная политика,Беговой,2018,0.7,http://budget.mos.ru,expenses
Средства массовой информации,Беговой,2018,0.1,http://budget.mos.ru,expenses
Расходы: итого,Беговой,2018,7.2,http://budget.mos.ru,expenses
Налоговые доходы,Бескудниковский,2018,6.3,http://budget.mos.ru,income
Неналоговые доходы,Бескудниковский,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Бескудниковский,2018,1.1,http://budget.mos.ru,income
Доходы: итого,Бескудниковский,2018,7.4,http://budget.mos.ru,income
Общегосударственные вопросы,Бескудниковский,2018,8.2,http://budget.mos.ru,expenses
"Культура, кинематография",Бескудниковский,2018,0.6,http://budget.mos.ru,expenses
Средства массовой информации,Бескудниковский,2018,0,http://budget.mos.ru,expenses
Расходы: итого,Бескудниковский,2018,8.8,http://budget.mos.ru,expenses
Налоговые доходы,Бибирево,2018,10.7,http://budget.mos.ru,income
Неналоговые доходы,Бибирево,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Бибирево,2018,1.7,http://budget.mos.ru,income
Доходы: итого,Бибирево,2018,12.4,http://budget.mos.ru,income
Общегосударственные вопросы,Бибирево,2018,8.8,http://budget.mos.ru,expenses
Жилищно-коммунальное хозяйство,Бибирево,2018,0,http://budget.mos.ru,expenses
Образование,Бибирево,2018,0.2,http://budget.mos.ru,expenses
"Культура, кинематография",Бибирево,2018,0.8,http://budget.mos.ru,expenses
Социальная политика,Бибирево,2018,0.8,http://budget.mos.ru,expenses
Средства массовой информации,Бибирево,2018,0.1,http://budget.mos.ru,expenses
Расходы: итого,Бибирево,2018,10.8,http://budget.mos.ru,expenses
Налоговые доходы,Бирюлево Восточное,2018,9.5,http://budget.mos.ru,income
Неналоговые доходы,Бирюлево Восточное,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Бирюлево Восточное,2018,1.7,http://budget.mos.ru,income
Доходы: итого,Бирюлево Восточное,2018,11.1,http://budget.mos.ru,income
Общегосударственные вопросы,Бирюлево Восточное,2018,7.8,http://budget.mos.ru,expenses
Национальная безопасность и правоохранительная деятельность,Бирюлево Восточное,2018,0.3,http://budget.mos.ru,expenses
"Культура, кинематография",Бирюлево Восточное,2018,1.8,http://budget.mos.ru,expenses
Социальная политика,Бирюлево Восточное,2018,0.9,http://budget.mos.ru,expenses
Средства массовой информации,Бирюлево Восточное,2018,0.4,http://budget.mos.ru,expenses
Расходы: итого,Бирюлево Восточное,2018,11.2,http://budget.mos.ru,expenses
Налоговые доходы,Бирюлево Западное,2018,7.4,http://budget.mos.ru,income
Неналоговые доходы,Бирюлево Западное,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Бирюлево Западное,2018,1.2,http://budget.mos.ru,income
Доходы: итого,Бирюлево Западное,2018,8.6,http://budget.mos.ru,income
Общегосударственные вопросы,Бирюлево Западное,2018,6.2,http://budget.mos.ru,expenses
"Культура, кинематография",Бирюлево Западное,2018,0.9,http://budget.mos.ru,expenses
Социальная политика,Бирюлево Западное,2018,0.3,http://budget.mos.ru,expenses
Средства массовой информации,Бирюлево Западное,2018,0.4,http://budget.mos.ru,expenses
Расходы: итого,Бирюлево Западное,2018,7.8,http://budget.mos.ru,expenses
Налоговые доходы,Богородское,2018,8.1,http://budget.mos.ru,income
Неналоговые доходы,Богородское,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Богородское,2018,1.7,http://budget.mos.ru,income
Доходы: итого,Богородское,2018,9.8,http://budget.mos.ru,income
Общегосударственные вопросы,Богородское,2018,7.5,http://budget.mos.ru,expenses
Образование,Богородское,2018,0.4,http://budget.mos.ru,expenses
"Культура, кинематография",Богородское,2018,1.3,http://budget.mos.ru,expenses
Социальная политика,Богородское,2018,0.3,http://budget.mos.ru,expenses
Средства массовой информации,Богородское,2018,0.4,http://budget.mos.ru,expenses
Расходы: итого,Богородское,2018,9.8,http://budget.mos.ru,expenses
Налоговые доходы,Братеево,2018,11.9,http://budget.mos.ru,income
Неналоговые доходы,Братеево,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Братеево,2018,1.2,http://budget.mos.ru,income
Доходы: итого,Братеево,2018,13.2,http://budget.mos.ru,income
Общегосударственные вопросы,Братеево,2018,5.5,http://budget.mos.ru,expenses
"Культура, кинематография",Братеево,2018,1.3,http://budget.mos.ru,expenses
Социальная политика,Братеево,2018,0.3,http://budget.mos.ru,expenses
Средства массовой информации,Братеево,2018,0.4,http://budget.mos.ru,expenses
Расходы: итого,Братеево,2018,7.5,http://budget.mos.ru,expenses
Налоговые доходы,Бутырский,2018,7.5,http://budget.mos.ru,income
Неналоговые доходы,Бутырский,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Бутырский,2018,1.1,http://budget.mos.ru,income
Доходы: итого,Бутырский,2018,8.6,http://budget.mos.ru,income
Общегосударственные вопросы,Бутырский,2018,5.4,http://budget.mos.ru,expenses
"Культура, кинематография",Бутырский,2018,1.4,http://budget.mos.ru,expenses
Социальная политика,Бутырский,2018,0.5,http://budget.mos.ru,expenses
Средства массовой информации,Бутырский,2018,0.1,http://budget.mos.ru,expenses
Расходы: итого,Бутырский,2018,7.4,http://budget.mos.ru,expenses
Налоговые доходы,Вешняки,2018,8.7,http://budget.mos.ru,income
Неналоговые доходы,Вешняки,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Вешняки,2018,1.7,http://budget.mos.ru,income
Доходы: итого,Вешняки,2018,10.4,http://budget.mos.ru,income
Общегосударственные вопросы,Вешняки,2018,8.9,http://budget.mos.ru,expenses
"Культура, кинематография",Вешняки,2018,1.7,http://budget.mos.ru,expenses
Социальная политика,Вешняки,2018,1,http://budget.mos.ru,expenses
Средства массовой информации,Вешняки,2018,0.4,http://budget.mos.ru,expenses
Расходы: итого,Вешняки,2018,11.9,http://budget.mos.ru,expenses
Налоговые доходы,Внуково,2018,6.6,http://budget.mos.ru,income
Неналоговые доходы,Внуково,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Внуково,2018,1.1,http://budget.mos.ru,income
Доходы: итого,Внуково,2018,7.7,http://budget.mos.ru,income
Общегосударственные вопросы,Внуково,2018,7,http://budget.mos.ru,expenses
"Культура, кинематография",Внуково,2018,0.3,http://budget.mos.ru,expenses
Социальная политика,Внуково,2018,1.4,http://budget.mos.ru,expenses
Средства массовой информации,Внуково,2018,0.2,http://budget.mos.ru,expenses
Расходы: итого,Внуково,2018,8.9,http://budget.mos.ru,expenses
Налоговые доходы,Войковский,2018,8,http://budget.mos.ru,income
Неналоговые доходы,Войковский,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Войковский,2018,1.1,http://budget.mos.ru,income
Доходы: итого,Войковский,2018,9.1,http://budget.mos.ru,income
Общегосударственные вопросы,Войковский,2018,8.1,http://budget.mos.ru,expenses
"Культура, кинематография",Войковский,2018,0.6,http://budget.mos.ru,expenses
Социальная политика,Войковский,2018,1.6,http://budget.mos.ru,expenses
Средства массовой информации,Войковский,2018,0,http://budget.mos.ru,expenses
Расходы: итого,Войковский,2018,10.3,http://budget.mos.ru,expenses
Налоговые доходы,Восточное Дегунино,2018,8.6,http://budget.mos.ru,income
Неналоговые доходы,Восточное Дегунино,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Восточное Дегунино,2018,1.1,http://budget.mos.ru,income
Доходы: итого,Восточное Дегунино,2018,9.7,http://budget.mos.ru,income
Общегосударственные вопросы,Восточное Дегунино,2018,7.7,http://budget.mos.ru,expenses
"Культура, кинематография",Восточное Дегунино,2018,1.2,http://budget.mos.ru,expenses
Социальная политика,Восточное Дегунино,2018,0.9,http://budget.mos.ru,expenses
Средства массовой информации,Восточное Дегунино,2018,0.1,http://budget.mos.ru,expenses
Расходы: итого,Восточное Дегунино,2018,9.9,http://budget.mos.ru,expenses
Налоговые доходы,Восточное Измайлово,2018,6.9,http://budget.mos.ru,income
Неналоговые доходы,Восточное Измайлово,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Восточное Измайлово,2018,1.1,http://budget.mos.ru,income
Доходы: итого,Восточное Измайлово,2018,8,http://budget.mos.ru,income
Общегосударственные вопросы,Восточное Измайлово,2018,8.3,http://budget.mos.ru,expenses
"Культура, кинематография",Восточное Измайлово,2018,0.7,http://budget.mos.ru,expenses
Социальная политика,Восточное Измайлово,2018,0.8,http://budget.mos.ru,expenses
Средства массовой информации,Восточное Измайлово,2018,0.4,http://budget.mos.ru,expenses
Расходы: итого,Восточное Измайлово,2018,10.3,http://budget.mos.ru,expenses
Налоговые доходы,Восточный,2018,5.3,http://budget.mos.ru,income
Неналоговые доходы,Восточный,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Восточный,2018,1.1,http://budget.mos.ru,income
Доходы: итого,Восточный,2018,6.4,http://budget.mos.ru,income
Общегосударственные вопросы,Восточный,2018,5.8,http://budget.mos.ru,expenses
Социальная политика,Восточный,2018,0.1,http://budget.mos.ru,expenses
Средства массовой информации,Восточный,2018,0.4,http://budget.mos.ru,expenses
Расходы: итого,Восточный,2018,6.3,http://budget.mos.ru,expenses
Налоговые доходы,Выхино-Жулебино,2018,10.7,http://budget.mos.ru,income
Неналоговые доходы,Выхино-Жулебино,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Выхино-Жулебино,2018,2.3,http://budget.mos.ru,income
Доходы: итого,Выхино-Жулебино,2018,13,http://budget.mos.ru,income
Общегосударственные вопросы,Выхино-Жулебино,2018,10.4,http://budget.mos.ru,expenses
"Культура, кинематография",Выхино-Жулебино,2018,1.1,http://budget.mos.ru,expenses
Социальная политика,Выхино-Жулебино,2018,0.5,http://budget.mos.ru,expenses
Средства массовой информации,Выхино-Жулебино,2018,1.4,http://budget.mos.ru,expenses
Расходы: итого,Выхино-Жулебино,2018,13.5,http://budget.mos.ru,expenses
Налоговые доходы,Гагаринский,2018,6.6,http://budget.mos.ru,income
Неналоговые доходы,Гагаринский,2018,0.01,http://budget.mos.ru,income
Безвозмездные поступления,Гагаринский,2018,21.9,http://budget.mos.ru,income
Доходы: итого,Гагаринский,2018,28.5,http://budget.mos.ru,income
Общегосударственные вопросы,Гагаринский,2018,13.5,http://budget.mos.ru,expenses
"Культура, кинематография",Гагаринский,2018,4,http://budget.mos.ru,expenses
Социальная политика,Гагаринский,2018,0.7,http://budget.mos.ru,expenses
Физическая культура и спорт,Гагаринский,2018,8,http://budget.mos.ru,expenses
Средства массовой информации,Гагаринский,2018,0.5,http://budget.mos.ru,expenses
Расходы: итого,Гагаринский,2018,26.8,http://budget.mos.ru,expenses
Налоговые доходы,Головинский,2018,9.2,http://budget.mos.ru,income
Неналоговые доходы,Головинский,2018,0.2,http://budget.mos.ru,income
Безвозмездные поступления,Головинский,2018,26.9,http://budget.mos.ru,income
Доходы: итого,Головинский,2018,36.3,http://budget.mos.ru,income
Общегосударственные вопросы,Головинский,2018,18.6,http://budget.mos.ru,expenses
"Культура, кинематография",Головинский,2018,6.8,http://budget.mos.ru,expenses
Социальная политика,Головинский,2018,1.1,http://budget.mos.ru,expenses
Физическая культура и спорт,Головинский,2018,5.5,http://budget.mos.ru,expenses
Средства массовой информации,Головинский,2018,0.6,http://budget.mos.ru,expenses
Расходы: итого,Головинский,2018,32.6,http://budget.mos.ru,expenses
Налоговые доходы,Гольяново,2018,9.4,http://budget.mos.ru,income
Неналоговые доходы,Гольяново,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Гольяново,2018,1.7,http://budget.mos.ru,income
Доходы: итого,Гольяново,2018,11.1,http://budget.mos.ru,income
Общегосударственные вопросы,Гольяново,2018,7.3,http://budget.mos.ru,expenses
"Культура, кинематография",Гольяново,2018,1.2,http://budget.mos.ru,expenses
Социальная политика,Гольяново,2018,0.4,http://budget.mos.ru,expenses
Средства массовой информации,Гольяново,2018,0.5,http://budget.mos.ru,expenses
Расходы: итого,Гольяново,2018,9.5,http://budget.mos.ru,expenses
Налоговые доходы,Даниловский,2018,8.4,http://budget.mos.ru,income
Неналоговые доходы,Даниловский,2018,0.06,http://budget.mos.ru,income
Безвозмездные поступления,Даниловский,2018,1.5,http://budget.mos.ru,income
Доходы: итого,Даниловский,2018,10,http://budget.mos.ru,income
Общегосударственные вопросы,Даниловский,2018,6.6,http://budget.mos.ru,expenses
"Культура, кинематография",Даниловский,2018,1.2,http://budget.mos.ru,expenses
Социальная политика,Даниловский,2018,1.4,http://budget.mos.ru,expenses
Средства массовой информации,Даниловский,2018,0.5,http://budget.mos.ru,expenses
Расходы: итого,Даниловский,2018,9.6,http://budget.mos.ru,expenses
Налоговые доходы,Дмитровский,2018,8,http://budget.mos.ru,income
Неналоговые доходы,Дмитровский,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Дмитровский,2018,1.1,http://budget.mos.ru,income
Доходы: итого,Дмитровский,2018,9.1,http://budget.mos.ru,income
Общегосударственные вопросы,Дмитровский,2018,6.3,http://budget.mos.ru,expenses
"Культура, кинематография",Дмитровский,2018,0.6,http://budget.mos.ru,expenses
Социальная политика,Дмитровский,2018,0.5,http://budget.mos.ru,expenses
Средства массовой информации,Дмитровский,2018,0.1,http://budget.mos.ru,expenses
Расходы: итого,Дмитровский,2018,7.6,http://budget.mos.ru,expenses
Налоговые доходы,Донской,2018,7,http://budget.mos.ru,income
Неналоговые доходы,Донской,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Донской,2018,1.1,http://budget.mos.ru,income
Доходы: итого,Донской,2018,8.1,http://budget.mos.ru,income
Общегосударственные вопросы,Донской,2018,5.3,http://budget.mos.ru,expenses
"Культура, кинематография",Донской,2018,0.7,http://budget.mos.ru,expenses
Социальная политика,Донской,2018,0.6,http://budget.mos.ru,expenses
Средства массовой информации,Донской,2018,0.4,http://budget.mos.ru,expenses
Расходы: итого,Донской,2018,7,http://budget.mos.ru,expenses
Налоговые доходы,Дорогомилово,2018,6.6,http://budget.mos.ru,income
Неналоговые доходы,Дорогомилово,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Дорогомилово,2018,1.4,http://budget.mos.ru,income
Доходы: итого,Дорогомилово,2018,8,http://budget.mos.ru,income
Общегосударственные вопросы,Дорогомилово,2018,7.2,http://budget.mos.ru,expenses
"Культура, кинематография",Дорогомилово,2018,0.5,http://budget.mos.ru,expenses
Социальная политика,Дорогомилово,2018,0.4,http://budget.mos.ru,expenses
Средства массовой информации,Дорогомилово,2018,0,http://budget.mos.ru,expenses
Расходы: итого,Дорогомилово,2018,8.2,http://budget.mos.ru,expenses
Налоговые доходы,Замоскворечье,2018,9.1,http://budget.mos.ru,income
Неналоговые доходы,Замоскворечье,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Замоскворечье,2018,13.9,http://budget.mos.ru,income
Доходы: итого,Замоскворечье,2018,23,http://budget.mos.ru,income
Общегосударственные вопросы,Замоскворечье,2018,14.2,http://budget.mos.ru,expenses
Национальная экономика,Замоскворечье,2018,0,http://budget.mos.ru,expenses
"Культура, кинематография",Замоскворечье,2018,4.8,http://budget.mos.ru,expenses
Социальная политика,Замоскворечье,2018,1,http://budget.mos.ru,expenses
Физическая культура и спорт,Замоскворечье,2018,3,http://budget.mos.ru,expenses
Средства массовой информации,Замоскворечье,2018,0.6,http://budget.mos.ru,expenses
Расходы: итого,Замоскворечье,2018,23.5,http://budget.mos.ru,expenses
Налоговые доходы,Западное Дегунино,2018,7.4,http://budget.mos.ru,income
Неналоговые доходы,Западное Дегунино,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Западное Дегунино,2018,1.1,http://budget.mos.ru,income
Доходы: итого,Западное Дегунино,2018,8.5,http://budget.mos.ru,income
Общегосударственные вопросы,Западное Дегунино,2018,6.7,http://budget.mos.ru,expenses
"Культура, кинематография",Западное Дегунино,2018,1.1,http://budget.mos.ru,expenses
Социальная политика,Западное Дегунино,2018,0.5,http://budget.mos.ru,expenses
Средства массовой информации,Западное Дегунино,2018,0.1,http://budget.mos.ru,expenses
Расходы: итого,Западное Дегунино,2018,8.4,http://budget.mos.ru,expenses
Налоговые доходы,Зюзино,2018,9.4,http://budget.mos.ru,income
Неналоговые доходы,Зюзино,2018,0.03,http://budget.mos.ru,income
Безвозмездные поступления,Зюзино,2018,1.7,http://budget.mos.ru,income
Доходы: итого,Зюзино,2018,11.1,http://budget.mos.ru,income
Общегосударственные вопросы,Зюзино,2018,6.4,http://budget.mos.ru,expenses
"Культура, кинематография",Зюзино,2018,1.4,http://budget.mos.ru,expenses
Социальная политика,Зюзино,2018,1.6,http://budget.mos.ru,expenses
Средства массовой информации,Зюзино,2018,0,http://budget.mos.ru,expenses
Расходы: итого,Зюзино,2018,9.4,http://budget.mos.ru,expenses
Налоговые доходы,Зябликово,2018,7.6,http://budget.mos.ru,income
Неналоговые доходы,Зябликово,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Зябликово,2018,1.8,http://budget.mos.ru,income
Доходы: итого,Зябликово,2018,9.4,http://budget.mos.ru,income
Общегосударственные вопросы,Зябликово,2018,8,http://budget.mos.ru,expenses
Национальная безопасность и правоохранительная деятельность,Зябликово,2018,0.7,http://budget.mos.ru,expenses
"Культура, кинематография",Зябликово,2018,0.9,http://budget.mos.ru,expenses
Социальная политика,Зябликово,2018,0.3,http://budget.mos.ru,expenses
Средства массовой информации,Зябликово,2018,0.5,http://budget.mos.ru,expenses
Расходы: итого,Зябликово,2018,10.5,http://budget.mos.ru,expenses
Налоговые доходы,Ивановское,2018,6.8,http://budget.mos.ru,income
Неналоговые доходы,Ивановское,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Ивановское,2018,1.7,http://budget.mos.ru,income
Доходы: итого,Ивановское,2018,8.6,http://budget.mos.ru,income
Общегосударственные вопросы,Ивановское,2018,9.2,http://budget.mos.ru,expenses
"Культура, кинематография",Ивановское,2018,1.5,http://budget.mos.ru,expenses
Социальная политика,Ивановское,2018,0.6,http://budget.mos.ru,expenses
Средства массовой информации,Ивановское,2018,0.3,http://budget.mos.ru,expenses
Расходы: итого,Ивановское,2018,11.6,http://budget.mos.ru,expenses
Налоговые доходы,Измайлово,2018,8.2,http://budget.mos.ru,income
Неналоговые доходы,Измайлово,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Измайлово,2018,1.4,http://budget.mos.ru,income
Доходы: итого,Измайлово,2018,9.5,http://budget.mos.ru,income
Общегосударственные вопросы,Измайлово,2018,6.6,http://budget.mos.ru,expenses
"Культура, кинематография",Измайлово,2018,1.1,http://budget.mos.ru,expenses
Социальная политика,Измайлово,2018,0.5,http://budget.mos.ru,expenses
Средства массовой информации,Измайлово,2018,0.1,http://budget.mos.ru,expenses
Расходы: итого,Измайлово,2018,8.4,http://budget.mos.ru,expenses
Налоговые доходы,Капотня,2018,8.1,http://budget.mos.ru,income
Неналоговые доходы,Капотня,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Капотня,2018,1.1,http://budget.mos.ru,income
Доходы: итого,Капотня,2018,9.2,http://budget.mos.ru,income
Общегосударственные вопросы,Капотня,2018,7.8,http://budget.mos.ru,expenses
"Культура, кинематография",Капотня,2018,0.8,http://budget.mos.ru,expenses
Социальная политика,Капотня,2018,0.6,http://budget.mos.ru,expenses
Средства массовой информации,Капотня,2018,0.2,http://budget.mos.ru,expenses
Расходы: итого,Капотня,2018,9.4,http://budget.mos.ru,expenses
Налоговые доходы,Коньково,2018,10.2,http://budget.mos.ru,income
Неналоговые доходы,Коньково,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Коньково,2018,1.7,http://budget.mos.ru,income
Доходы: итого,Коньково,2018,11.9,http://budget.mos.ru,income
Общегосударственные вопросы,Коньково,2018,7.9,http://budget.mos.ru,expenses
"Культура, кинематография",Коньково,2018,0.7,http://budget.mos.ru,expenses
Социальная политика,Коньково,2018,1.8,http://budget.mos.ru,expenses
Средства массовой информации,Коньково,2018,0.1,http://budget.mos.ru,expenses
Расходы: итого,Коньково,2018,10.4,http://budget.mos.ru,expenses
Налоговые доходы,Коптево,2018,9.1,http://budget.mos.ru,income
Неналоговые доходы,Коптево,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Коптево,2018,1.7,http://budget.mos.ru,income
Доходы: итого,Коптево,2018,10.8,http://budget.mos.ru,income
Общегосударственные вопросы,Коптево,2018,9.8,http://budget.mos.ru,expenses
"Культура, кинематография",Коптево,2018,1.2,http://budget.mos.ru,expenses
Социальная политика,Коптево,2018,1.6,http://budget.mos.ru,expenses
Средства массовой информации,Коптево,2018,0.1,http://budget.mos.ru,expenses
Расходы: итого,Коптево,2018,12.7,http://budget.mos.ru,expenses
Налоговые доходы,Косино-Ухтомский,2018,7.8,http://budget.mos.ru,income
Неналоговые доходы,Косино-Ухтомский,2018,0.1,http://budget.mos.ru,income
Безвозмездные поступления,Косино-Ухтомский,2018,1.1,http://budget.mos.ru,income
Доходы: итого,Косино-Ухтомский,2018,9,http://budget.mos.ru,income
Общегосударственные вопросы,Косино-Ухтомский,2018,6.2,http://budget.mos.ru,expenses
"Культура, кинематография",Косино-Ухтомский,2018,2.8,http://budget.mos.ru,expenses
Социальная политика,Косино-Ухтомский,2018,0.8,http://budget.mos.ru,expenses
Средства массовой информации,Косино-Ухтомский,2018,0.5,http://budget.mos.ru,expenses
Расходы: итого,Косино-Ухтомский,2018,10.4,http://budget.mos.ru,expenses
Налоговые доходы,Котловка,2018,6.8,http://budget.mos.ru,income
Неналоговые доходы,Котловка,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Котловка,2018,1.1,http://budget.mos.ru,income
Доходы: итого,Котловка,2018,7.9,http://budget.mos.ru,income
Общегосударственные вопросы,Котловка,2018,6.9,http://budget.mos.ru,expenses
Национальная безопасность и правоохранительная деятельность,Котловка,2018,0.1,http://budget.mos.ru,expenses
"Культура, кинематография",Котловка,2018,0.8,http://budget.mos.ru,expenses
Социальная политика,Котловка,2018,0.7,http://budget.mos.ru,expenses
Средства массовой информации,Котловка,2018,0.1,http://budget.mos.ru,expenses
Расходы: итого,Котловка,2018,8.5,http://budget.mos.ru,expenses
Налоговые доходы,Красносельский,2018,5.9,http://budget.mos.ru,income
Неналоговые доходы,Красносельский,2018,0,http://budget.mos.ru,income
Безвозмездные поступления,Красносельский,2018,1.1,http://budget.mos.ru,income
Доходы: итого,Красносельский,2018,7,http://budget.mos.ru,income
Общегосударственные вопросы,Красносельский,2018,5.6,http://budget.mos.ru,expenses
"Культура, кинематография",Красносельский,2018,0.1,http://budget.mos.ru,expenses
Социальная политика,Красносельский,2018,0.8,http://budget.mos.ru,expenses
Средства массовой информации,Красносельский,2018,0.2,http://budget.mos.ru,expenses
Расходы: итого,Красносельский,2018,6.7,http://budget.mos.ru,expenses
Налоговые доходы,Крылатское,2018,7.3,http://budget.mos.ru,income
